D_clean,D_fake,D_noisy
-271.56982421875,-296.568115234375,-627.7413940429688
-200.3839874267578,-179.4688262939453,-757.1318359375
-230.17164611816406,-208.8137664794922,-276.98883056640625
-241.96621704101562,-214.7871856689453,-358.82745361328125
-239.2388458251953,-245.29600524902344,-545.2409057617188
-153.00596618652344,-158.84010314941406,-511.8773193359375
-188.71420288085938,-191.84585571289062,-257.79150390625
-301.635009765625,-267.8761901855469,-456.96435546875
-129.6411590576172,-161.6228790283203,-459.18829345703125
-203.58914184570312,-268.92779541015625,-956.7846069335938
-291.42071533203125,-224.50682067871094,-346.9012451171875
-244.4037628173828,-189.06883239746094,-395.4505310058594
-266.16815185546875,-251.5146026611328,-667.0803833007812
-174.9947967529297,-162.2610321044922,-982.944091796875
-287.1651306152344,-229.28231811523438,-352.62750244140625
-242.8478240966797,-227.06822204589844,-503.2137451171875
-178.04710388183594,-251.124755859375,-480.3142395019531
-266.4510498046875,-248.8419189453125,-872.2525024414062
-188.20571899414062,-201.74913024902344,-297.225341796875
-180.01181030273438,-187.4709014892578,-317.8891296386719
-244.86793518066406,-251.83396911621094,-570.881103515625
-297.77093505859375,-328.47137451171875,-952.5648803710938
-282.23321533203125,-252.63253784179688,-365.13214111328125
-162.85458374023438,-133.620849609375,-290.4372253417969
-256.3487243652344,-246.28604125976562,-461.4172668457031
-396.23431396484375,-258.18853759765625,-1104.289794921875
-291.626220703125,-254.36500549316406,-335.9901123046875
-197.4166717529297,-207.7845916748047,-324.1225280761719
-208.6360321044922,-193.28451538085938,-525.9435424804688
-215.88568115234375,-219.9444122314453,-855.4733276367188
-208.7906036376953,-183.22520446777344,-270.548583984375
-158.19557189941406,-134.4700469970703,-255.43624877929688
-257.49090576171875,-217.82620239257812,-668.6635131835938
-233.51295471191406,-189.73841857910156,-769.1516723632812
-217.95579528808594,-199.34352111816406,-263.2706298828125
-243.4036102294922,-204.8617401123047,-439.1352233886719
-283.7341003417969,-304.2568359375,-579.0695190429688
-171.7250213623047,-185.2751922607422,-827.7349243164062
-234.0561065673828,-228.3895721435547,-313.84002685546875
-226.2329559326172,-244.63853454589844,-413.5718994140625
-210.4536895751953,-228.96224975585938,-557.5559692382812
-172.01124572753906,-197.18113708496094,-714.3657836914062
-280.5419921875,-264.0821533203125,-352.11944580078125
-205.29994201660156,-223.9243927001953,-338.0205993652344
-252.87335205078125,-207.33282470703125,-516.8525390625
-245.54144287109375,-208.50357055664062,-518.805908203125
-217.57078552246094,-199.68629455566406,-343.58251953125
