"epoch","22/05 16:52:25 Finetune_12_speakers - _step","22/05 16:52:25 Finetune_12_speakers - _step__MIN","22/05 16:52:25 Finetune_12_speakers - _step__MAX","22/05 16:52:25 Finetune_12_speakers - SI-SNR","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MIN","22/05 16:52:25 Finetune_12_speakers - SI-SNR__MAX","19/05 14:51:16 Finetune_5_speakers G - _step","19/05 14:51:16 Finetune_5_speakers G - _step__MIN","19/05 14:51:16 Finetune_5_speakers G - _step__MAX","19/05 14:51:16 Finetune_5_speakers G - SI-SNR","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MIN","19/05 14:51:16 Finetune_5_speakers G - SI-SNR__MAX","19/05 14:49:22 Finetune_3_speakers G - _step","19/05 14:49:22 Finetune_3_speakers G - _step__MIN","19/05 14:49:22 Finetune_3_speakers G - _step__MAX","19/05 14:49:22 Finetune_3_speakers G - SI-SNR","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MIN","19/05 14:49:22 Finetune_3_speakers G - SI-SNR__MAX","19/05 14:39:01 Finetune_1_speakers G - _step","19/05 14:39:01 Finetune_1_speakers G - _step__MIN","19/05 14:39:01 Finetune_1_speakers G - _step__MAX","19/05 14:39:01 Finetune_1_speakers G - SI-SNR","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MIN","19/05 14:39:01 Finetune_1_speakers G - SI-SNR__MAX"
"1166","552","552","552","19.063697814941406","19.063697814941406","19.063697814941406","2214","2214","2214","17.509960174560547","17.509960174560547","17.509960174560547","2214","2214","2214","16.619264602661133","16.619264602661133","16.619264602661133","2214","2214","2214","13.695361137390137","13.695361137390137","13.695361137390137"
"1167","554","554","554","18.95145034790039","18.95145034790039","18.95145034790039","2222","2222","2222","17.90591812133789","17.90591812133789","17.90591812133789","2222","2222","2222","16.385025024414062","16.385025024414062","16.385025024414062","2222","2222","2222","14.298385620117188","14.298385620117188","14.298385620117188"
"1168","556","556","556","19.184465408325195","19.184465408325195","19.184465408325195","2230","2230","2230","17.640819549560547","17.640819549560547","17.640819549560547","2230","2230","2230","16.35262107849121","16.35262107849121","16.35262107849121","2230","2230","2230","14.27418327331543","14.27418327331543","14.27418327331543"
"1169","558","558","558","19.12116813659668","19.12116813659668","19.12116813659668","2238","2238","2238","17.88096046447754","17.88096046447754","17.88096046447754","2238","2238","2238","16.65747833251953","16.65747833251953","16.65747833251953","2238","2238","2238","14.416244506835938","14.416244506835938","14.416244506835938"
"1170","560","560","560","19.107606887817383","19.107606887817383","19.107606887817383","2246","2246","2246","17.8070125579834","17.8070125579834","17.8070125579834","2246","2246","2246","16.639142990112305","16.639142990112305","16.639142990112305","2246","2246","2246","14.20427417755127","14.20427417755127","14.20427417755127"
"1171","562","562","562","19.11814308166504","19.11814308166504","19.11814308166504","2254","2254","2254","17.670490264892578","17.670490264892578","17.670490264892578","2254","2254","2254","16.31089973449707","16.31089973449707","16.31089973449707","2254","2254","2254","14.124371528625488","14.124371528625488","14.124371528625488"
"1172","564","564","564","19.11895179748535","19.11895179748535","19.11895179748535","2262","2262","2262","17.63971710205078","17.63971710205078","17.63971710205078","2262","2262","2262","16.315532684326172","16.315532684326172","16.315532684326172","2262","2262","2262","14.246134757995605","14.246134757995605","14.246134757995605"
"1173","566","566","566","19.044979095458984","19.044979095458984","19.044979095458984","2270","2270","2270","17.92354965209961","17.92354965209961","17.92354965209961","2270","2270","2270","16.280794143676758","16.280794143676758","16.280794143676758","2270","2270","2270","14.002581596374512","14.002581596374512","14.002581596374512"
"1174","568","568","568","18.92523956298828","18.92523956298828","18.92523956298828","2278","2278","2278","17.83609390258789","17.83609390258789","17.83609390258789","2278","2278","2278","16.422101974487305","16.422101974487305","16.422101974487305","2278","2278","2278","13.852580070495605","13.852580070495605","13.852580070495605"
"1175","570","570","570","19.116291046142578","19.116291046142578","19.116291046142578","2286","2286","2286","17.583805084228516","17.583805084228516","17.583805084228516","2286","2286","2286","16.381471633911133","16.381471633911133","16.381471633911133","2286","2286","2286","13.389591217041016","13.389591217041016","13.389591217041016"
"1176","572","572","572","19.184738159179688","19.184738159179688","19.184738159179688","2294","2294","2294","17.84165382385254","17.84165382385254","17.84165382385254","2294","2294","2294","16.458480834960938","16.458480834960938","16.458480834960938","2294","2294","2294","13.467950820922852","13.467950820922852","13.467950820922852"
"1177","574","574","574","19.184301376342773","19.184301376342773","19.184301376342773","2302","2302","2302","17.83841896057129","17.83841896057129","17.83841896057129","2302","2302","2302","16.623308181762695","16.623308181762695","16.623308181762695","2302","2302","2302","13.711162567138672","13.711162567138672","13.711162567138672"
"1178","576","576","576","18.938127517700195","18.938127517700195","18.938127517700195","2310","2310","2310","17.725738525390625","17.725738525390625","17.725738525390625","2310","2310","2310","16.6304874420166","16.6304874420166","16.6304874420166","2310","2310","2310","13.386296272277832","13.386296272277832","13.386296272277832"
"1179","578","578","578","19.03401756286621","19.03401756286621","19.03401756286621","2318","2318","2318","17.747777938842773","17.747777938842773","17.747777938842773","2318","2318","2318","16.505578994750977","16.505578994750977","16.505578994750977","2318","2318","2318","13.298763275146484","13.298763275146484","13.298763275146484"
"1180","580","580","580","19.03035545349121","19.03035545349121","19.03035545349121","2326","2326","2326","17.71874237060547","17.71874237060547","17.71874237060547","2326","2326","2326","16.50348472595215","16.50348472595215","16.50348472595215","2326","2326","2326","13.369712829589844","13.369712829589844","13.369712829589844"
"1181","582","582","582","19.127885818481445","19.127885818481445","19.127885818481445","2334","2334","2334","17.515453338623047","17.515453338623047","17.515453338623047","2334","2334","2334","16.185165405273438","16.185165405273438","16.185165405273438","2334","2334","2334","13.487618446350098","13.487618446350098","13.487618446350098"
"1182","584","584","584","19.20821189880371","19.20821189880371","19.20821189880371","2342","2342","2342","17.75197982788086","17.75197982788086","17.75197982788086","2342","2342","2342","16.106443405151367","16.106443405151367","16.106443405151367","2342","2342","2342","13.97082805633545","13.97082805633545","13.97082805633545"
"1183","586","586","586","19.121305465698242","19.121305465698242","19.121305465698242","2350","2350","2350","17.9229679107666","17.9229679107666","17.9229679107666","2350","2350","2350","16.15460205078125","16.15460205078125","16.15460205078125","2350","2350","2350","13.72390079498291","13.72390079498291","13.72390079498291"
"1184","588","588","588","18.994762420654297","18.994762420654297","18.994762420654297","2358","2358","2358","17.4384822845459","17.4384822845459","17.4384822845459","2358","2358","2358","15.893327713012695","15.893327713012695","15.893327713012695","2358","2358","2358","13.519640922546387","13.519640922546387","13.519640922546387"
"1185","590","590","590","19.198442459106445","19.198442459106445","19.198442459106445","2366","2366","2366","17.62499237060547","17.62499237060547","17.62499237060547","2366","2366","2366","15.98782730102539","15.98782730102539","15.98782730102539","2366","2366","2366","13.708585739135742","13.708585739135742","13.708585739135742"
"1186","592","592","592","19.159164428710938","19.159164428710938","19.159164428710938","2374","2374","2374","17.56740379333496","17.56740379333496","17.56740379333496","2374","2374","2374","16.01148796081543","16.01148796081543","16.01148796081543","2374","2374","2374","13.351901054382324","13.351901054382324","13.351901054382324"
"1187","594","594","594","19.027997970581055","19.027997970581055","19.027997970581055","2382","2382","2382","17.56098175048828","17.56098175048828","17.56098175048828","2382","2382","2382","15.499774932861328","15.499774932861328","15.499774932861328","2382","2382","2382","13.205574035644531","13.205574035644531","13.205574035644531"
"1188","596","596","596","18.973329544067383","18.973329544067383","18.973329544067383","2390","2390","2390","17.77983856201172","17.77983856201172","17.77983856201172","2390","2390","2390","16.3220272064209","16.3220272064209","16.3220272064209","2390","2390","2390","13.506295204162598","13.506295204162598","13.506295204162598"
"1189","598","598","598","18.97512435913086","18.97512435913086","18.97512435913086","2398","2398","2398","17.784053802490234","17.784053802490234","17.784053802490234","2398","2398","2398","16.28087615966797","16.28087615966797","16.28087615966797","2398","2398","2398","13.39168930053711","13.39168930053711","13.39168930053711"
"1190","600","600","600","19.085742950439453","19.085742950439453","19.085742950439453","2406","2406","2406","17.85458755493164","17.85458755493164","17.85458755493164","2406","2406","2406","16.097551345825195","16.097551345825195","16.097551345825195","2406","2406","2406","13.24266242980957","13.24266242980957","13.24266242980957"
"1191","602","602","602","19.169004440307617","19.169004440307617","19.169004440307617","2414","2414","2414","17.9570255279541","17.9570255279541","17.9570255279541","2414","2414","2414","16.04132080078125","16.04132080078125","16.04132080078125","2414","2414","2414","13.34570598602295","13.34570598602295","13.34570598602295"
"1192","604","604","604","19.091339111328125","19.091339111328125","19.091339111328125","2422","2422","2422","18.108304977416992","18.108304977416992","18.108304977416992","2422","2422","2422","16.15929412841797","16.15929412841797","16.15929412841797","2422","2422","2422","13.351855278015137","13.351855278015137","13.351855278015137"
"1193","606","606","606","19.037904739379883","19.037904739379883","19.037904739379883","2430","2430","2430","17.603622436523438","17.603622436523438","17.603622436523438","2430","2430","2430","16.373321533203125","16.373321533203125","16.373321533203125","2430","2430","2430","13.565213203430176","13.565213203430176","13.565213203430176"
"1194","608","608","608","19.059633255004883","19.059633255004883","19.059633255004883","2438","2438","2438","17.879776000976562","17.879776000976562","17.879776000976562","2438","2438","2438","16.735897064208984","16.735897064208984","16.735897064208984","2438","2438","2438","13.643963813781738","13.643963813781738","13.643963813781738"
"1195","610","610","610","19.18922233581543","19.18922233581543","19.18922233581543","2446","2446","2446","17.527706146240234","17.527706146240234","17.527706146240234","2446","2446","2446","16.49594497680664","16.49594497680664","16.49594497680664","2446","2446","2446","13.640118598937988","13.640118598937988","13.640118598937988"
"1196","612","612","612","19.08664321899414","19.08664321899414","19.08664321899414","2454","2454","2454","17.498779296875","17.498779296875","17.498779296875","2454","2454","2454","16.605640411376953","16.605640411376953","16.605640411376953","2454","2454","2454","13.474136352539062","13.474136352539062","13.474136352539062"
"1197","614","614","614","19.127758026123047","19.127758026123047","19.127758026123047","2462","2462","2462","17.91864013671875","17.91864013671875","17.91864013671875","2462","2462","2462","16.508005142211914","16.508005142211914","16.508005142211914","2462","2462","2462","13.097070693969727","13.097070693969727","13.097070693969727"
"1198","616","616","616","19.224077224731445","19.224077224731445","19.224077224731445","2470","2470","2470","17.674589157104492","17.674589157104492","17.674589157104492","2470","2470","2470","16.140668869018555","16.140668869018555","16.140668869018555","2470","2470","2470","13.31324291229248","13.31324291229248","13.31324291229248"
"1199","618","618","618","18.968488693237305","18.968488693237305","18.968488693237305","2478","2478","2478","17.856855392456055","17.856855392456055","17.856855392456055","2478","2478","2478","16.3448429107666","16.3448429107666","16.3448429107666","2478","2478","2478","13.369168281555176","13.369168281555176","13.369168281555176"
"1200","620","620","620","19.103626251220703","19.103626251220703","19.103626251220703","2486","2486","2486","17.475399017333984","17.475399017333984","17.475399017333984","2486","2486","2486","16.360950469970703","16.360950469970703","16.360950469970703","2486","2486","2486","13.705857276916504","13.705857276916504","13.705857276916504"
"1201","622","622","622","18.968494415283203","18.968494415283203","18.968494415283203","2494","2494","2494","17.63918685913086","17.63918685913086","17.63918685913086","2494","2494","2494","16.18024253845215","16.18024253845215","16.18024253845215","2494","2494","2494","13.607048034667969","13.607048034667969","13.607048034667969"
"1202","624","624","624","19.05312156677246","19.05312156677246","19.05312156677246","2502","2502","2502","17.79609489440918","17.79609489440918","17.79609489440918","2502","2502","2502","16.210084915161133","16.210084915161133","16.210084915161133","2502","2502","2502","13.24148941040039","13.24148941040039","13.24148941040039"
"1203","626","626","626","19.220783233642578","19.220783233642578","19.220783233642578","2510","2510","2510","17.766582489013672","17.766582489013672","17.766582489013672","2510","2510","2510","16.050180435180664","16.050180435180664","16.050180435180664","2510","2510","2510","12.966569900512695","12.966569900512695","12.966569900512695"
"1204","628","628","628","19.022445678710938","19.022445678710938","19.022445678710938","2518","2518","2518","17.7609920501709","17.7609920501709","17.7609920501709","2518","2518","2518","16.15399169921875","16.15399169921875","16.15399169921875","2518","2518","2518","13.08896255493164","13.08896255493164","13.08896255493164"
"1205","630","630","630","19.24199867248535","19.24199867248535","19.24199867248535","2526","2526","2526","17.700443267822266","17.700443267822266","17.700443267822266","2526","2526","2526","16.43666648864746","16.43666648864746","16.43666648864746","2526","2526","2526","13.395586967468262","13.395586967468262","13.395586967468262"
"1206","632","632","632","18.8973331451416","18.8973331451416","18.8973331451416","2534","2534","2534","17.871315002441406","17.871315002441406","17.871315002441406","2534","2534","2534","16.28341293334961","16.28341293334961","16.28341293334961","2534","2534","2534","13.47706127166748","13.47706127166748","13.47706127166748"
"1207","634","634","634","19.137184143066406","19.137184143066406","19.137184143066406","2542","2542","2542","17.809961318969727","17.809961318969727","17.809961318969727","2542","2542","2542","15.893074035644531","15.893074035644531","15.893074035644531","2542","2542","2542","13.489474296569824","13.489474296569824","13.489474296569824"
"1208","636","636","636","19.14848518371582","19.14848518371582","19.14848518371582","2550","2550","2550","17.685518264770508","17.685518264770508","17.685518264770508","2550","2550","2550","15.973444938659668","15.973444938659668","15.973444938659668","2550","2550","2550","13.075481414794922","13.075481414794922","13.075481414794922"
"1209","638","638","638","19.16512107849121","19.16512107849121","19.16512107849121","2558","2558","2558","17.821626663208008","17.821626663208008","17.821626663208008","2558","2558","2558","16.263113021850586","16.263113021850586","16.263113021850586","2558","2558","2558","13.131441116333008","13.131441116333008","13.131441116333008"
"1210","640","640","640","19.10957908630371","19.10957908630371","19.10957908630371","2566","2566","2566","17.655075073242188","17.655075073242188","17.655075073242188","2566","2566","2566","16.25014877319336","16.25014877319336","16.25014877319336","2566","2566","2566","13.410131454467773","13.410131454467773","13.410131454467773"
"1211","642","642","642","19.185434341430664","19.185434341430664","19.185434341430664","2574","2574","2574","17.663530349731445","17.663530349731445","17.663530349731445","2574","2574","2574","16.44654083251953","16.44654083251953","16.44654083251953","2574","2574","2574","13.619187355041504","13.619187355041504","13.619187355041504"
"1212","644","644","644","19.019744873046875","19.019744873046875","19.019744873046875","2582","2582","2582","17.844884872436523","17.844884872436523","17.844884872436523","2582","2582","2582","16.077863693237305","16.077863693237305","16.077863693237305","2582","2582","2582","13.479080200195312","13.479080200195312","13.479080200195312"
"1213","646","646","646","19.12274932861328","19.12274932861328","19.12274932861328","2590","2590","2590","17.811904907226562","17.811904907226562","17.811904907226562","2590","2590","2590","16.379684448242188","16.379684448242188","16.379684448242188","2590","2590","2590","13.429821968078613","13.429821968078613","13.429821968078613"
"1214","648","648","648","19.11782455444336","19.11782455444336","19.11782455444336","2598","2598","2598","17.821552276611328","17.821552276611328","17.821552276611328","2598","2598","2598","16.36110496520996","16.36110496520996","16.36110496520996","2598","2598","2598","13.323821067810059","13.323821067810059","13.323821067810059"
"1215","650","650","650","19.053733825683594","19.053733825683594","19.053733825683594","2606","2606","2606","18.23818588256836","18.23818588256836","18.23818588256836","2606","2606","2606","16.263818740844727","16.263818740844727","16.263818740844727","2606","2606","2606","13.334102630615234","13.334102630615234","13.334102630615234"
"1216","652","652","652","19.07208824157715","19.07208824157715","19.07208824157715","2614","2614","2614","17.779422760009766","17.779422760009766","17.779422760009766","2614","2614","2614","16.131601333618164","16.131601333618164","16.131601333618164","2614","2614","2614","13.307487487792969","13.307487487792969","13.307487487792969"
"1217","654","654","654","19.11858558654785","19.11858558654785","19.11858558654785","2622","2622","2622","17.627155303955078","17.627155303955078","17.627155303955078","2622","2622","2622","16.36338233947754","16.36338233947754","16.36338233947754","2622","2622","2622","13.339157104492188","13.339157104492188","13.339157104492188"
"1218","656","656","656","19.167375564575195","19.167375564575195","19.167375564575195","2630","2630","2630","17.81083106994629","17.81083106994629","17.81083106994629","2630","2630","2630","16.459327697753906","16.459327697753906","16.459327697753906","2630","2630","2630","13.438210487365723","13.438210487365723","13.438210487365723"
"1219","658","658","658","19.1063232421875","19.1063232421875","19.1063232421875","2638","2638","2638","18.019765853881836","18.019765853881836","18.019765853881836","2638","2638","2638","16.63301658630371","16.63301658630371","16.63301658630371","2638","2638","2638","13.231749534606934","13.231749534606934","13.231749534606934"
"1220","660","660","660","19.22884750366211","19.22884750366211","19.22884750366211","2646","2646","2646","17.807720184326172","17.807720184326172","17.807720184326172","2646","2646","2646","16.42697525024414","16.42697525024414","16.42697525024414","2646","2646","2646","13.09623908996582","13.09623908996582","13.09623908996582"
"1221","662","662","662","19.155885696411133","19.155885696411133","19.155885696411133","2654","2654","2654","17.56580924987793","17.56580924987793","17.56580924987793","2654","2654","2654","16.510818481445312","16.510818481445312","16.510818481445312","2654","2654","2654","13.26107406616211","13.26107406616211","13.26107406616211"
"1222","664","664","664","19.183090209960938","19.183090209960938","19.183090209960938","2662","2662","2662","18.067638397216797","18.067638397216797","18.067638397216797","2662","2662","2662","16.65192985534668","16.65192985534668","16.65192985534668","2662","2662","2662","13.61750316619873","13.61750316619873","13.61750316619873"
"1223","666","666","666","19.056133270263672","19.056133270263672","19.056133270263672","2670","2670","2670","17.691957473754883","17.691957473754883","17.691957473754883","2670","2670","2670","16.5064754486084","16.5064754486084","16.5064754486084","2670","2670","2670","13.581815719604492","13.581815719604492","13.581815719604492"
"1224","668","668","668","19.1945858001709","19.1945858001709","19.1945858001709","2678","2678","2678","17.789199829101562","17.789199829101562","17.789199829101562","2678","2678","2678","16.57264518737793","16.57264518737793","16.57264518737793","2678","2678","2678","13.672887802124023","13.672887802124023","13.672887802124023"
"1225","670","670","670","19.235044479370117","19.235044479370117","19.235044479370117","2686","2686","2686","17.533845901489258","17.533845901489258","17.533845901489258","2686","2686","2686","16.494293212890625","16.494293212890625","16.494293212890625","2686","2686","2686","13.560463905334473","13.560463905334473","13.560463905334473"
"1226","672","672","672","19.204792022705078","19.204792022705078","19.204792022705078","2694","2694","2694","17.752262115478516","17.752262115478516","17.752262115478516","2694","2694","2694","16.359935760498047","16.359935760498047","16.359935760498047","2694","2694","2694","13.402074813842773","13.402074813842773","13.402074813842773"
"1227","674","674","674","19.14778709411621","19.14778709411621","19.14778709411621","2702","2702","2702","17.8056583404541","17.8056583404541","17.8056583404541","2702","2702","2702","16.269277572631836","16.269277572631836","16.269277572631836","2702","2702","2702","13.472172737121582","13.472172737121582","13.472172737121582"
"1228","676","676","676","19.054399490356445","19.054399490356445","19.054399490356445","2710","2710","2710","17.621490478515625","17.621490478515625","17.621490478515625","2710","2710","2710","16.134098052978516","16.134098052978516","16.134098052978516","2710","2710","2710","13.685834884643555","13.685834884643555","13.685834884643555"
"1229","678","678","678","19.129436492919922","19.129436492919922","19.129436492919922","2718","2718","2718","17.53993034362793","17.53993034362793","17.53993034362793","2718","2718","2718","16.069290161132812","16.069290161132812","16.069290161132812","2718","2718","2718","13.583891868591309","13.583891868591309","13.583891868591309"
"1230","680","680","680","19.127416610717773","19.127416610717773","19.127416610717773","2726","2726","2726","17.696191787719727","17.696191787719727","17.696191787719727","2726","2726","2726","16.2149715423584","16.2149715423584","16.2149715423584","2726","2726","2726","13.383920669555664","13.383920669555664","13.383920669555664"
"1231","682","682","682","19.080320358276367","19.080320358276367","19.080320358276367","2734","2734","2734","17.705615997314453","17.705615997314453","17.705615997314453","2734","2734","2734","16.11636734008789","16.11636734008789","16.11636734008789","2734","2734","2734","13.45712947845459","13.45712947845459","13.45712947845459"
"1232","684","684","684","19.103294372558594","19.103294372558594","19.103294372558594","2742","2742","2742","17.834943771362305","17.834943771362305","17.834943771362305","2742","2742","2742","16.32847785949707","16.32847785949707","16.32847785949707","2742","2742","2742","13.365446090698242","13.365446090698242","13.365446090698242"
"1233","686","686","686","18.979936599731445","18.979936599731445","18.979936599731445","2750","2750","2750","17.745410919189453","17.745410919189453","17.745410919189453","2750","2750","2750","16.205520629882812","16.205520629882812","16.205520629882812","2750","2750","2750","13.464302062988281","13.464302062988281","13.464302062988281"
"1234","688","688","688","18.97234535217285","18.97234535217285","18.97234535217285","2758","2758","2758","17.6369571685791","17.6369571685791","17.6369571685791","2758","2758","2758","16.231945037841797","16.231945037841797","16.231945037841797","2758","2758","2758","13.702534675598145","13.702534675598145","13.702534675598145"
"1235","690","690","690","19.239343643188477","19.239343643188477","19.239343643188477","2766","2766","2766","17.715042114257812","17.715042114257812","17.715042114257812","2766","2766","2766","16.2593994140625","16.2593994140625","16.2593994140625","2766","2766","2766","13.518901824951172","13.518901824951172","13.518901824951172"
"1236","692","692","692","19.061254501342773","19.061254501342773","19.061254501342773","2774","2774","2774","17.74711036682129","17.74711036682129","17.74711036682129","2774","2774","2774","16.294631958007812","16.294631958007812","16.294631958007812","2774","2774","2774","13.304550170898438","13.304550170898438","13.304550170898438"
"1237","694","694","694","19.107641220092773","19.107641220092773","19.107641220092773","2782","2782","2782","17.547304153442383","17.547304153442383","17.547304153442383","2782","2782","2782","16.398101806640625","16.398101806640625","16.398101806640625","2782","2782","2782","13.14023208618164","13.14023208618164","13.14023208618164"
"1238","696","696","696","19.07202911376953","19.07202911376953","19.07202911376953","2790","2790","2790","17.51999282836914","17.51999282836914","17.51999282836914","2790","2790","2790","16.492965698242188","16.492965698242188","16.492965698242188","2790","2790","2790","13.316079139709473","13.316079139709473","13.316079139709473"
"1239","698","698","698","19.183120727539062","19.183120727539062","19.183120727539062","2798","2798","2798","17.67441177368164","17.67441177368164","17.67441177368164","2798","2798","2798","15.967363357543945","15.967363357543945","15.967363357543945","2798","2798","2798","13.279866218566895","13.279866218566895","13.279866218566895"
"1240","700","700","700","19.21393585205078","19.21393585205078","19.21393585205078","2806","2806","2806","17.695837020874023","17.695837020874023","17.695837020874023","2806","2806","2806","16.090587615966797","16.090587615966797","16.090587615966797","2806","2806","2806","13.575872421264648","13.575872421264648","13.575872421264648"
"1241","702","702","702","18.99144744873047","18.99144744873047","18.99144744873047","2814","2814","2814","17.893829345703125","17.893829345703125","17.893829345703125","2814","2814","2814","16.105695724487305","16.105695724487305","16.105695724487305","2814","2814","2814","13.50019645690918","13.50019645690918","13.50019645690918"
"1242","704","704","704","19.23748207092285","19.23748207092285","19.23748207092285","2822","2822","2822","18.011167526245117","18.011167526245117","18.011167526245117","2822","2822","2822","16.176433563232422","16.176433563232422","16.176433563232422","2822","2822","2822","13.44217586517334","13.44217586517334","13.44217586517334"
"1243","706","706","706","19.123586654663086","19.123586654663086","19.123586654663086","2830","2830","2830","17.76402473449707","17.76402473449707","17.76402473449707","2830","2830","2830","16.239931106567383","16.239931106567383","16.239931106567383","2830","2830","2830","13.381086349487305","13.381086349487305","13.381086349487305"
"1244","708","708","708","19.266042709350586","19.266042709350586","19.266042709350586","2838","2838","2838","17.969438552856445","17.969438552856445","17.969438552856445","2838","2838","2838","16.485105514526367","16.485105514526367","16.485105514526367","2838","2838","2838","13.571266174316406","13.571266174316406","13.571266174316406"
"1245","710","710","710","19.12238121032715","19.12238121032715","19.12238121032715","2846","2846","2846","17.823583602905273","17.823583602905273","17.823583602905273","2846","2846","2846","16.30267906188965","16.30267906188965","16.30267906188965","2846","2846","2846","13.469990730285645","13.469990730285645","13.469990730285645"
"1246","712","712","712","19.187911987304688","19.187911987304688","19.187911987304688","2854","2854","2854","17.82593536376953","17.82593536376953","17.82593536376953","2854","2854","2854","16.29793930053711","16.29793930053711","16.29793930053711","2854","2854","2854","13.4483003616333","13.4483003616333","13.4483003616333"
"1247","714","714","714","19.002492904663086","19.002492904663086","19.002492904663086","2862","2862","2862","17.72260093688965","17.72260093688965","17.72260093688965","2862","2862","2862","15.821391105651855","15.821391105651855","15.821391105651855","2862","2862","2862","13.308629989624023","13.308629989624023","13.308629989624023"
"1248","716","716","716","19.13681983947754","19.13681983947754","19.13681983947754","2870","2870","2870","17.701942443847656","17.701942443847656","17.701942443847656","2870","2870","2870","16.238548278808594","16.238548278808594","16.238548278808594","2870","2870","2870","13.2913236618042","13.2913236618042","13.2913236618042"
"1249","718","718","718","19.130538940429688","19.130538940429688","19.130538940429688","2878","2878","2878","18.012449264526367","18.012449264526367","18.012449264526367","2878","2878","2878","15.884868621826172","15.884868621826172","15.884868621826172","2878","2878","2878","13.23114013671875","13.23114013671875","13.23114013671875"
"1250","720","720","720","19.21262550354004","19.21262550354004","19.21262550354004","2886","2886","2886","17.893970489501953","17.893970489501953","17.893970489501953","2886","2886","2886","16.047046661376953","16.047046661376953","16.047046661376953","2886","2886","2886","13.387225151062012","13.387225151062012","13.387225151062012"
"1251","722","722","722","19.125560760498047","19.125560760498047","19.125560760498047","2894","2894","2894","17.888288497924805","17.888288497924805","17.888288497924805","2894","2894","2894","16.28516960144043","16.28516960144043","16.28516960144043","2894","2894","2894","13.362431526184082","13.362431526184082","13.362431526184082"
"1252","724","724","724","19.155853271484375","19.155853271484375","19.155853271484375","2902","2902","2902","17.954330444335938","17.954330444335938","17.954330444335938","2902","2902","2902","16.15456199645996","16.15456199645996","16.15456199645996","2902","2902","2902","13.188299179077148","13.188299179077148","13.188299179077148"
"1253","726","726","726","19.082889556884766","19.082889556884766","19.082889556884766","2910","2910","2910","17.82074737548828","17.82074737548828","17.82074737548828","2910","2910","2910","16.376710891723633","16.376710891723633","16.376710891723633","2910","2910","2910","13.242517471313477","13.242517471313477","13.242517471313477"
"1254","728","728","728","19.034486770629883","19.034486770629883","19.034486770629883","2918","2918","2918","17.79219627380371","17.79219627380371","17.79219627380371","2918","2918","2918","16.364110946655273","16.364110946655273","16.364110946655273","2918","2918","2918","13.04731559753418","13.04731559753418","13.04731559753418"
"1255","730","730","730","19.267921447753906","19.267921447753906","19.267921447753906","2926","2926","2926","17.826946258544922","17.826946258544922","17.826946258544922","2926","2926","2926","16.416759490966797","16.416759490966797","16.416759490966797","2926","2926","2926","13.191730499267578","13.191730499267578","13.191730499267578"
"1256","732","732","732","19.18232536315918","19.18232536315918","19.18232536315918","2934","2934","2934","17.685110092163086","17.685110092163086","17.685110092163086","2934","2934","2934","16.18042755126953","16.18042755126953","16.18042755126953","2934","2934","2934","13.259325981140137","13.259325981140137","13.259325981140137"
"1257","734","734","734","19.08991241455078","19.08991241455078","19.08991241455078","2942","2942","2942","17.695201873779297","17.695201873779297","17.695201873779297","2942","2942","2942","16.2755069732666","16.2755069732666","16.2755069732666","2942","2942","2942","13.712472915649414","13.712472915649414","13.712472915649414"
"1258","736","736","736","19.02607536315918","19.02607536315918","19.02607536315918","2950","2950","2950","17.64927864074707","17.64927864074707","17.64927864074707","2950","2950","2950","16.280073165893555","16.280073165893555","16.280073165893555","2950","2950","2950","13.681471824645996","13.681471824645996","13.681471824645996"
"1259","738","738","738","19.123443603515625","19.123443603515625","19.123443603515625","2958","2958","2958","17.79074478149414","17.79074478149414","17.79074478149414","2958","2958","2958","16.53478240966797","16.53478240966797","16.53478240966797","2958","2958","2958","13.269946098327637","13.269946098327637","13.269946098327637"
"1260","740","740","740","19.261253356933594","19.261253356933594","19.261253356933594","2966","2966","2966","17.892467498779297","17.892467498779297","17.892467498779297","2966","2966","2966","16.379987716674805","16.379987716674805","16.379987716674805","2966","2966","2966","13.013733863830566","13.013733863830566","13.013733863830566"
"1261","742","742","742","19.0268497467041","19.0268497467041","19.0268497467041","2974","2974","2974","17.782241821289062","17.782241821289062","17.782241821289062","2974","2974","2974","16.692855834960938","16.692855834960938","16.692855834960938","2974","2974","2974","13.135066032409668","13.135066032409668","13.135066032409668"
"1262","744","744","744","19.2016658782959","19.2016658782959","19.2016658782959","2982","2982","2982","17.73531150817871","17.73531150817871","17.73531150817871","2982","2982","2982","16.601966857910156","16.601966857910156","16.601966857910156","2982","2982","2982","13.436213493347168","13.436213493347168","13.436213493347168"
"1263","746","746","746","19.079343795776367","19.079343795776367","19.079343795776367","2990","2990","2990","17.69081687927246","17.69081687927246","17.69081687927246","2990","2990","2990","16.431110382080078","16.431110382080078","16.431110382080078","2990","2990","2990","13.196609497070312","13.196609497070312","13.196609497070312"
"1264","748","748","748","19.047164916992188","19.047164916992188","19.047164916992188","2998","2998","2998","17.92737579345703","17.92737579345703","17.92737579345703","2998","2998","2998","16.485652923583984","16.485652923583984","16.485652923583984","2998","2998","2998","13.21740436553955","13.21740436553955","13.21740436553955"
