"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm__MAX"
"484","","","","","","","1171","1171","1171","5.280576229095459","5.280576229095459","5.280576229095459","","","","","",""
"485","","","","","","","1173","1173","1173","5.280462265014648","5.280462265014648","5.280462265014648","","","","","",""
"486","","","","","","","1175","1175","1175","5.280360698699951","5.280360698699951","5.280360698699951","","","","","",""
"487","","","","","","","1183","1183","1183","5.280233860015869","5.280233860015869","5.280233860015869","","","","","",""
"488","","","","","","","1191","1191","1191","5.280069828033447","5.280069828033447","5.280069828033447","","","","","",""
"489","","","","","","","1193","1193","1193","5.279948711395264","5.279948711395264","5.279948711395264","","","","","",""
"490","","","","","","","1201","1201","1201","5.27979850769043","5.27979850769043","5.27979850769043","","","","","",""
"491","","","","","","","1203","1203","1203","5.279714584350586","5.279714584350586","5.279714584350586","","","","","",""
"492","","","","","","","1205","1205","1205","5.279571056365967","5.279571056365967","5.279571056365967","","","","","",""
"493","","","","","","","1213","1213","1213","5.279397010803223","5.279397010803223","5.279397010803223","","","","","",""
"494","","","","","","","1215","1215","1215","5.279361724853516","5.279361724853516","5.279361724853516","","","","","",""
"495","","","","","","","1223","1223","1223","5.279277324676514","5.279277324676514","5.279277324676514","","","","","",""
"496","","","","","","","1225","1225","1225","5.279124736785889","5.279124736785889","5.279124736785889","","","","","",""
"497","","","","","","","1227","1227","1227","5.278947830200195","5.278947830200195","5.278947830200195","","","","","",""
"498","","","","","","","1235","1235","1235","5.278780460357666","5.278780460357666","5.278780460357666","","","","","",""
"499","","","","","","","1237","1237","1237","5.27854061126709","5.27854061126709","5.27854061126709","","","","","",""
"500","","","","","","","1245","1245","1245","5.278390407562256","5.278390407562256","5.278390407562256","","","","","",""
"501","","","","","","","1247","1247","1247","5.278173923492432","5.278173923492432","5.278173923492432","","","","","",""
"502","","","","","","","1249","1249","1249","5.278054237365723","5.278054237365723","5.278054237365723","","","","","",""
"503","","","","","","","1257","1257","1257","5.277860164642334","5.277860164642334","5.277860164642334","","","","","",""
"504","","","","","","","1259","1259","1259","5.277729511260986","5.277729511260986","5.277729511260986","","","","","",""
"505","","","","","","","1267","1267","1267","5.277622222900391","5.277622222900391","5.277622222900391","","","","","",""
"506","","","","","","","1275","1275","1275","5.277495384216309","5.277495384216309","5.277495384216309","","","","","",""
"507","","","","","","","1283","1283","1283","5.277311325073242","5.277311325073242","5.277311325073242","","","","","",""
"508","","","","","","","1291","1291","1291","5.277182579040527","5.277182579040527","5.277182579040527","","","","","",""
"509","","","","","","","1299","1299","1299","5.2770586013793945","5.2770586013793945","5.2770586013793945","","","","","",""
"510","","","","","","","1307","1307","1307","5.2768707275390625","5.2768707275390625","5.2768707275390625","","","","","",""
"511","","","","","","","1315","1315","1315","5.276741027832031","5.276741027832031","5.276741027832031","","","","","",""
"512","","","","","","","1323","1323","1323","5.276637554168701","5.276637554168701","5.276637554168701","","","","","",""
"513","","","","","","","1331","1331","1331","5.2764692306518555","5.2764692306518555","5.2764692306518555","","","","","",""
"514","","","","","","","1333","1333","1333","5.2763543128967285","5.2763543128967285","5.2763543128967285","","","","","",""
"515","","","","","","","1335","1335","1335","5.2761664390563965","5.2761664390563965","5.2761664390563965","","","","","",""
"516","","","","","","","1337","1337","1337","5.275959491729736","5.275959491729736","5.275959491729736","","","","","",""
"517","","","","","","","1339","1339","1339","5.275583744049072","5.275583744049072","5.275583744049072","","","","","",""
"518","","","","","","","1341","1341","1341","5.2754597663879395","5.2754597663879395","5.2754597663879395","","","","","",""
"519","","","","","","","1343","1343","1343","5.2752685546875","5.2752685546875","5.2752685546875","","","","","",""
"520","","","","","","","1351","1351","1351","5.275102615356445","5.275102615356445","5.275102615356445","","","","","",""
"521","","","","","","","1359","1359","1359","5.274866580963135","5.274866580963135","5.274866580963135","","","","","",""
"522","","","","","","","1361","1361","1361","5.274702548980713","5.274702548980713","5.274702548980713","","","","","",""
"523","","","","","","","1363","1363","1363","5.274484634399414","5.274484634399414","5.274484634399414","","","","","",""
"524","","","","","","","1371","1371","1371","5.27419900894165","5.27419900894165","5.27419900894165","","","","","",""
"525","","","","","","","1379","1379","1379","5.2739176750183105","5.2739176750183105","5.2739176750183105","","","","","",""
"526","","","","","","","1387","1387","1387","5.2736616134643555","5.2736616134643555","5.2736616134643555","","","","","",""
"527","","","","","","","1389","1389","1389","5.2734527587890625","5.2734527587890625","5.2734527587890625","","","","","",""
"528","","","","","","","1397","1397","1397","5.273331165313721","5.273331165313721","5.273331165313721","","","","","",""
"529","","","","","","","1399","1399","1399","5.273228168487549","5.273228168487549","5.273228168487549","","","","","",""
"530","","","","","","","1401","1401","1401","5.273111343383789","5.273111343383789","5.273111343383789","","","","","",""
"531","","","","","","","1409","1409","1409","5.272911548614502","5.272911548614502","5.272911548614502","","","","","",""
"532","","","","","","","1411","1411","1411","5.272502422332764","5.272502422332764","5.272502422332764","","","","","",""
"533","","","","","","","1419","1419","1419","5.272190093994141","5.272190093994141","5.272190093994141","","","","","",""
"534","","","","","","","1421","1421","1421","5.271679401397705","5.271679401397705","5.271679401397705","","","","","",""
"535","","","","","","","1423","1423","1423","5.271348476409912","5.271348476409912","5.271348476409912","","","","","",""
"536","","","","","","","1431","1431","1431","5.271122455596924","5.271122455596924","5.271122455596924","","","","","",""
"537","","","","","","","1433","1433","1433","5.270944118499756","5.270944118499756","5.270944118499756","","","","","",""
"538","","","","","","","1441","1441","1441","5.270679473876953","5.270679473876953","5.270679473876953","","","","","",""
"539","","","","","","","1443","1443","1443","5.270435333251953","5.270435333251953","5.270435333251953","","","","","",""
"540","","","","","","","1451","1451","1451","5.270234107971191","5.270234107971191","5.270234107971191","","","","","",""
"541","","","","","","","1459","1459","1459","5.269918441772461","5.269918441772461","5.269918441772461","","","","","",""
"542","","","","","","","1467","1467","1467","5.269419193267822","5.269419193267822","5.269419193267822","","","","","",""
"543","","","","","","","1475","1475","1475","5.2691731452941895","5.2691731452941895","5.2691731452941895","","","","","",""
"544","","","","","","","1483","1483","1483","5.269021034240723","5.269021034240723","5.269021034240723","","","","","",""
"545","","","","","","","1485","1485","1485","5.268720626831055","5.268720626831055","5.268720626831055","","","","","",""
"546","","","","","","","1493","1493","1493","5.2684831619262695","5.2684831619262695","5.2684831619262695","","","","","",""
"547","","","","","","","1501","1501","1501","5.268267631530762","5.268267631530762","5.268267631530762","","","","","",""
"548","","","","","","","1503","1503","1503","5.267995357513428","5.267995357513428","5.267995357513428","","","","","",""
"549","","","","","","","1505","1505","1505","5.267665386199951","5.267665386199951","5.267665386199951","","","","","",""
"550","","","","","","","1513","1513","1513","5.267545223236084","5.267545223236084","5.267545223236084","","","","","",""
"551","","","","","","","1515","1515","1515","5.2674431800842285","5.2674431800842285","5.2674431800842285","","","","","",""
"552","","","","","","","1517","1517","1517","5.267246246337891","5.267246246337891","5.267246246337891","","","","","",""
"553","","","","","","","1519","1519","1519","5.267165660858154","5.267165660858154","5.267165660858154","","","","","",""
"554","","","","","","","1527","1527","1527","5.267037391662598","5.267037391662598","5.267037391662598","","","","","",""
"555","","","","","","","1529","1529","1529","5.2669358253479","5.2669358253479","5.2669358253479","","","","","",""
"556","","","","","","","1537","1537","1537","5.266828536987305","5.266828536987305","5.266828536987305","","","","","",""
"557","","","","","","","1539","1539","1539","5.266789436340332","5.266789436340332","5.266789436340332","","","","","",""
"558","","","","","","","1541","1541","1541","5.266615390777588","5.266615390777588","5.266615390777588","","","","","",""
"559","","","","","","","1543","1543","1543","5.266435623168945","5.266435623168945","5.266435623168945","","","","","",""
"560","","","","","","","1545","1545","1545","5.266340255737305","5.266340255737305","5.266340255737305","","","","","",""
"561","","","","","","","1553","1553","1553","5.266211986541748","5.266211986541748","5.266211986541748","","","","","",""
"562","","","","","","","1555","1555","1555","5.266088008880615","5.266088008880615","5.266088008880615","","","","","",""
"563","","","","","","","1557","1557","1557","5.265976905822754","5.265976905822754","5.265976905822754","","","","","",""
"564","","","","","","","1559","1559","1559","5.265811443328857","5.265811443328857","5.265811443328857","","","","","",""
"565","","","","","","","1567","1567","1567","5.2656755447387695","5.2656755447387695","5.2656755447387695","","","","","",""
"566","","","","","","","1569","1569","1569","5.265572547912598","5.265572547912598","5.265572547912598","","","","","",""
"567","","","","","","","1571","1571","1571","5.2653489112854","5.2653489112854","5.2653489112854","","","","","",""
"568","","","","","","","1579","1579","1579","5.265095233917236","5.265095233917236","5.265095233917236","","","","","",""
"569","","","","","","","1581","1581","1581","5.2649455070495605","5.2649455070495605","5.2649455070495605","","","","","",""
"570","","","","","","","1583","1583","1583","5.26488733291626","5.26488733291626","5.26488733291626","","","","","",""
"571","","","","","","","1585","1585","1585","5.2647528648376465","5.2647528648376465","5.2647528648376465","","","","","",""
"572","","","","","","","1593","1593","1593","5.264482021331787","5.264482021331787","5.264482021331787","","","","","",""
"573","","","","","","","1595","1595","1595","5.2643914222717285","5.2643914222717285","5.2643914222717285","","","","","",""
"574","","","","","","","1603","1603","1603","5.26417350769043","5.26417350769043","5.26417350769043","","","","","",""
"575","","","","","","","1605","1605","1605","5.2641167640686035","5.2641167640686035","5.2641167640686035","","","","","",""
"576","","","","","","","1607","1607","1607","5.263969421386719","5.263969421386719","5.263969421386719","","","","","",""
"577","","","","","","","1615","1615","1615","5.263737201690674","5.263737201690674","5.263737201690674","","","","","",""
"578","","","","","","","1623","1623","1623","5.263599395751953","5.263599395751953","5.263599395751953","","","","","",""
"579","","","","","","","1631","1631","1631","5.263370037078857","5.263370037078857","5.263370037078857","","","","","",""
"580","","","","","","","1639","1639","1639","5.263192653656006","5.263192653656006","5.263192653656006","","","","","",""
"581","","","","","","","1647","1647","1647","5.262948036193848","5.262948036193848","5.262948036193848","","","","","",""
"582","","","","","","","1655","1655","1655","5.262932777404785","5.262932777404785","5.262932777404785","","","","","",""
"583","","","","","","","1663","1663","1663","5.2627854347229","5.2627854347229","5.2627854347229","","","","","",""
"584","","","","","","","1671","1671","1671","5.262745380401611","5.262745380401611","5.262745380401611","","","","","",""
"585","","","","","","","1679","1679","1679","5.262624740600586","5.262624740600586","5.262624740600586","","","","","",""
"586","","","","","","","1687","1687","1687","5.262490749359131","5.262490749359131","5.262490749359131","","","","","",""
"587","","","","","","","1695","1695","1695","5.262317657470703","5.262317657470703","5.262317657470703","","","","","",""
"588","","","","","","","1703","1703","1703","5.262148857116699","5.262148857116699","5.262148857116699","","","","","",""
"589","","","","","","","1705","1705","1705","5.261971950531006","5.261971950531006","5.261971950531006","","","","","",""
"590","","","","","","","1707","1707","1707","5.261861801147461","5.261861801147461","5.261861801147461","","","","","",""
"591","","","","","","","1709","1709","1709","5.26175594329834","5.26175594329834","5.26175594329834","","","","","",""
"592","","","","","","","1711","1711","1711","5.261673927307129","5.261673927307129","5.261673927307129","","","","","",""
"593","","","","","","","1713","1713","1713","5.26146936416626","5.26146936416626","5.26146936416626","","","","","",""
"594","","","","","","","1715","1715","1715","5.261313438415527","5.261313438415527","5.261313438415527","","","","","",""
"595","","","","","","","1717","1717","1717","5.261112213134766","5.261112213134766","5.261112213134766","","","","","",""
"596","","","","","","","1725","1725","1725","5.2609734535217285","5.2609734535217285","5.2609734535217285","","","","","",""
"597","","","","","","","1727","1727","1727","5.260843753814697","5.260843753814697","5.260843753814697","","","","","",""
"598","","","","","","","1735","1735","1735","5.260728359222412","5.260728359222412","5.260728359222412","","","","","",""
"599","","","","","","","1743","1743","1743","5.260626316070557","5.260626316070557","5.260626316070557","","","","","",""
"600","","","","","","","1751","1751","1751","5.260411262512207","5.260411262512207","5.260411262512207","","","","","",""
"601","","","","","","","1759","1759","1759","5.260165214538574","5.260165214538574","5.260165214538574","","","","","",""
"602","","","","","","","1761","1761","1761","5.259770393371582","5.259770393371582","5.259770393371582","","","","","",""
"603","","","","","","","1769","1769","1769","5.259578704833984","5.259578704833984","5.259578704833984","","","","","",""
"604","","","","","","","1777","1777","1777","5.2594499588012695","5.2594499588012695","5.2594499588012695","","","","","",""
"605","","","","","","","1785","1785","1785","5.259375095367432","5.259375095367432","5.259375095367432","","","","","",""
"606","","","","","","","1787","1787","1787","5.259270191192627","5.259270191192627","5.259270191192627","","","","","",""
"607","","","","","","","1789","1789","1789","5.259031772613525","5.259031772613525","5.259031772613525","","","","","",""
"608","","","","","","","1791","1791","1791","5.2588982582092285","5.2588982582092285","5.2588982582092285","","","","","",""
"609","","","","","","","1799","1799","1799","5.258656024932861","5.258656024932861","5.258656024932861","","","","","",""
"610","","","","","","","1801","1801","1801","5.258424282073975","5.258424282073975","5.258424282073975","","","","","",""
"611","","","","","","","1809","1809","1809","5.258274078369141","5.258274078369141","5.258274078369141","","","","","",""
"612","","","","","","","1811","1811","1811","5.258162021636963","5.258162021636963","5.258162021636963","","","","","",""
"613","","","","","","","1819","1819","1819","5.258002758026123","5.258002758026123","5.258002758026123","","","","","",""
"614","","","","","","","1827","1827","1827","5.257813453674316","5.257813453674316","5.257813453674316","","","","","",""
"615","","","","","","","1835","1835","1835","5.257658004760742","5.257658004760742","5.257658004760742","","","","","",""
"616","","","","","","","1837","1837","1837","5.257506847381592","5.257506847381592","5.257506847381592","","","","","",""
"617","","","","","","","1845","1845","1845","5.257362365722656","5.257362365722656","5.257362365722656","","","","","",""
"618","","","","","","","1853","1853","1853","5.257254600524902","5.257254600524902","5.257254600524902","","","","","",""
"619","","","","","","","1855","1855","1855","5.257076740264893","5.257076740264893","5.257076740264893","","","","","",""
"620","","","","","","","1857","1857","1857","5.256958961486816","5.256958961486816","5.256958961486816","","","","","",""
"621","","","","","","","1865","1865","1865","5.2568206787109375","5.2568206787109375","5.2568206787109375","","","","","",""
"622","","","","","","","1873","1873","1873","5.256709575653076","5.256709575653076","5.256709575653076","","","","","",""
"623","","","","","","","1881","1881","1881","5.256570816040039","5.256570816040039","5.256570816040039","","","","","",""
"624","","","","","","","1889","1889","1889","5.256383419036865","5.256383419036865","5.256383419036865","","","","","",""
"625","","","","","","","1891","1891","1891","5.2559428215026855","5.2559428215026855","5.2559428215026855","","","","","",""
"626","","","","","","","1893","1893","1893","5.255698204040527","5.255698204040527","5.255698204040527","","","","","",""
"627","","","","","","","1901","1901","1901","5.255513668060303","5.255513668060303","5.255513668060303","","","","","",""
"628","","","","","","","1909","1909","1909","5.255427360534668","5.255427360534668","5.255427360534668","","","","","",""
"629","","","","","","","1911","1911","1911","5.2552266120910645","5.2552266120910645","5.2552266120910645","","","","","",""
"630","","","","","","","1913","1913","1913","5.255021572113037","5.255021572113037","5.255021572113037","","","","","",""
"631","","","","","","","1921","1921","1921","5.254890441894531","5.254890441894531","5.254890441894531","","","","","",""
"632","","","","","","","1923","1923","1923","5.254998207092285","5.254998207092285","5.254998207092285","","","","","",""
"633","","","","","","","1925","1925","1925","5.254786014556885","5.254786014556885","5.254786014556885","","","","","",""
"634","","","","","","","1927","1927","1927","5.254628658294678","5.254628658294678","5.254628658294678","","","","","",""
"635","","","","","","","1929","1929","1929","5.254456043243408","5.254456043243408","5.254456043243408","","","","","",""
"636","","","","","","","1937","1937","1937","5.25428581237793","5.25428581237793","5.25428581237793","","","","","",""
"637","","","","","","","1939","1939","1939","5.2541093826293945","5.2541093826293945","5.2541093826293945","","","","","",""
"638","","","","","","","1947","1947","1947","5.253884792327881","5.253884792327881","5.253884792327881","","","","","",""
"639","","","","","","","1955","1955","1955","5.253781795501709","5.253781795501709","5.253781795501709","","","","","",""
"640","","","","","","","1957","1957","1957","5.253583908081055","5.253583908081055","5.253583908081055","","","","","",""
"641","","","","","","","1965","1965","1965","5.2534894943237305","5.2534894943237305","5.2534894943237305","","","","","",""
"642","","","","","","","1967","1967","1967","5.253361225128174","5.253361225128174","5.253361225128174","","","","","",""
"643","","","","","","","1969","1969","1969","5.253018379211426","5.253018379211426","5.253018379211426","","","","","",""
"644","","","","","","","1971","1971","1971","5.252500057220459","5.252500057220459","5.252500057220459","","","","","",""
"645","","","","","","","1979","1979","1979","5.252058029174805","5.252058029174805","5.252058029174805","","","","","",""
"646","","","","","","","1987","1987","1987","5.251435279846191","5.251435279846191","5.251435279846191","","","","","",""
"647","","","","","","","1989","1989","1989","5.2510905265808105","5.2510905265808105","5.2510905265808105","","","","","",""
"648","","","","","","","1997","1997","1997","5.250818252563477","5.250818252563477","5.250818252563477","","","","","",""
"649","","","","","","","2005","2005","2005","5.250515937805176","5.250515937805176","5.250515937805176","","","","","",""
"650","","","","","","","2007","2007","2007","5.2504048347473145","5.2504048347473145","5.2504048347473145","","","","","",""
"651","","","","","","","2009","2009","2009","5.250226020812988","5.250226020812988","5.250226020812988","","","","","",""
"652","","","","","","","2011","2011","2011","5.2501220703125","5.2501220703125","5.2501220703125","","","","","",""
"653","","","","","","","2013","2013","2013","5.25002908706665","5.25002908706665","5.25002908706665","","","","","",""
"654","","","","","","","2021","2021","2021","5.249880790710449","5.249880790710449","5.249880790710449","","","","","",""
"655","","","","","","","2029","2029","2029","5.249772071838379","5.249772071838379","5.249772071838379","","","","","",""
"656","","","","","","","2037","2037","2037","5.249755859375","5.249755859375","5.249755859375","","","","","",""
"657","","","","","","","2039","2039","2039","5.249548435211182","5.249548435211182","5.249548435211182","","","","","",""
"658","","","","","","","2047","2047","2047","5.249405860900879","5.249405860900879","5.249405860900879","","","","","",""
"659","","","","","","","2049","2049","2049","5.249303340911865","5.249303340911865","5.249303340911865","","","","","",""
"660","","","","","","","2051","2051","2051","5.24916410446167","5.24916410446167","5.24916410446167","","","","","",""
"661","","","","","","","2053","2053","2053","5.249063491821289","5.249063491821289","5.249063491821289","","","","","",""
"662","","","","","","","2061","2061","2061","5.2489190101623535","5.2489190101623535","5.2489190101623535","","","","","",""
"663","","","","","","","2069","2069","2069","5.248871326446533","5.248871326446533","5.248871326446533","","","","","",""
"664","","","","","","","2077","2077","2077","5.248754024505615","5.248754024505615","5.248754024505615","","","","","",""
"665","","","","","","","2085","2085","2085","5.248604774475098","5.248604774475098","5.248604774475098","","","","","",""
"666","","","","","","","2087","2087","2087","5.248478412628174","5.248478412628174","5.248478412628174","","","","","",""
"667","","","","","","","2089","2089","2089","5.2483930587768555","5.2483930587768555","5.2483930587768555","","","","","",""
"668","","","","","","","2097","2097","2097","5.248293876647949","5.248293876647949","5.248293876647949","","","","","",""
"669","","","","","","","2105","2105","2105","5.2481465339660645","5.2481465339660645","5.2481465339660645","","","","","",""
"670","","","","","","","2107","2107","2107","5.247933864593506","5.247933864593506","5.247933864593506","","","","","",""
"671","","","","","","","2115","2115","2115","5.247835159301758","5.247835159301758","5.247835159301758","","","","","",""
"672","","","","","","","2123","2123","2123","5.247639179229736","5.247639179229736","5.247639179229736","","","","","",""
"673","","","","","","","2125","2125","2125","5.247377872467041","5.247377872467041","5.247377872467041","","","","","",""
"674","","","","","","","2127","2127","2127","5.247093200683594","5.247093200683594","5.247093200683594","","","","","",""
"675","","","","","","","2135","2135","2135","5.2469563484191895","5.2469563484191895","5.2469563484191895","","","","","",""
"676","","","","","","","2137","2137","2137","5.246865272521973","5.246865272521973","5.246865272521973","","","","","",""
"677","","","","","","","2139","2139","2139","5.246801853179932","5.246801853179932","5.246801853179932","","","","","",""
"678","","","","","","","2141","2141","2141","5.246656894683838","5.246656894683838","5.246656894683838","","","","","",""
"679","","","","","","","2143","2143","2143","5.246575355529785","5.246575355529785","5.246575355529785","","","","","",""
"680","","","","","","","2145","2145","2145","5.246483325958252","5.246483325958252","5.246483325958252","","","","","",""
"681","","","","","","","2147","2147","2147","5.2462921142578125","5.2462921142578125","5.2462921142578125","","","","","",""
"682","","","","","","","2149","2149","2149","5.246118545532227","5.246118545532227","5.246118545532227","","","","","",""
"683","","","","","","","2157","2157","2157","5.245896816253662","5.245896816253662","5.245896816253662","","","","","",""
"684","","","","","","","2165","2165","2165","5.245763301849365","5.245763301849365","5.245763301849365","","","","","",""
"685","","","","","","","2167","2167","2167","5.245652198791504","5.245652198791504","5.245652198791504","","","","","",""
"686","","","","","","","2169","2169","2169","5.2454376220703125","5.2454376220703125","5.2454376220703125","","","","","",""
"687","","","","","","","2171","2171","2171","5.245327949523926","5.245327949523926","5.245327949523926","","","","","",""
"688","","","","","","","2173","2173","2173","5.245047092437744","5.245047092437744","5.245047092437744","","","","","",""
"689","","","","","","","2175","2175","2175","5.244804859161377","5.244804859161377","5.244804859161377","","","","","",""
"690","","","","","","","2183","2183","2183","5.244304656982422","5.244304656982422","5.244304656982422","","","","","",""
"691","","","","","","","2185","2185","2185","5.243655204772949","5.243655204772949","5.243655204772949","","","","","",""
"692","","","","","","","2187","2187","2187","5.242222309112549","5.242222309112549","5.242222309112549","","","","","",""
"693","","","","","","","2189","2189","2189","5.241514205932617","5.241514205932617","5.241514205932617","","","","","",""
"694","","","","","","","2191","2191","2191","5.241332530975342","5.241332530975342","5.241332530975342","","","","","",""
"695","","","","","","","2193","2193","2193","5.241228103637695","5.241228103637695","5.241228103637695","","","","","",""
"696","","","","","","","2201","2201","2201","5.241178512573242","5.241178512573242","5.241178512573242","","","","","",""
"697","","","","","","","2203","2203","2203","5.241077423095703","5.241077423095703","5.241077423095703","","","","","",""
"698","","","","","","","2205","2205","2205","5.2408599853515625","5.2408599853515625","5.2408599853515625","","","","","",""
"699","","","","","","","2207","2207","2207","5.240558624267578","5.240558624267578","5.240558624267578","","","","","",""
"700","","","","","","","2215","2215","2215","5.240381717681885","5.240381717681885","5.240381717681885","","","","","",""
"701","","","","","","","2217","2217","2217","5.240005970001221","5.240005970001221","5.240005970001221","","","","","",""
"702","","","","","","","2219","2219","2219","5.239743709564209","5.239743709564209","5.239743709564209","","","","","",""
"703","","","","","","","2221","2221","2221","5.239031791687012","5.239031791687012","5.239031791687012","","","","","",""
"704","","","","","","","2229","2229","2229","5.237995624542236","5.237995624542236","5.237995624542236","","","","","",""
"705","","","","","","","2237","2237","2237","5.237160682678223","5.237160682678223","5.237160682678223","","","","","",""
"706","","","","","","","2239","2239","2239","5.236550807952881","5.236550807952881","5.236550807952881","","","","","",""
"707","","","","","","","2241","2241","2241","5.236289978027344","5.236289978027344","5.236289978027344","","","","","",""
"708","","","","","","","2243","2243","2243","5.236201286315918","5.236201286315918","5.236201286315918","","","","","",""
"709","","","","","","","2251","2251","2251","5.236147880554199","5.236147880554199","5.236147880554199","","","","","",""
"710","","","","","","","2253","2253","2253","5.236037731170654","5.236037731170654","5.236037731170654","","","","","",""
"711","","","","","","","2255","2255","2255","5.236025333404541","5.236025333404541","5.236025333404541","","","","","",""
"712","","","","","","","2257","2257","2257","5.235960960388184","5.235960960388184","5.235960960388184","","","","","",""
"713","","","","","","","2259","2259","2259","5.235901355743408","5.235901355743408","5.235901355743408","","","","","",""
"714","","","","","","","2267","2267","2267","5.235809326171875","5.235809326171875","5.235809326171875","","","","","",""
"715","","","","","","","2275","2275","2275","5.2357048988342285","5.2357048988342285","5.2357048988342285","","","","","",""
"716","","","","","","","2283","2283","2283","5.2357025146484375","5.2357025146484375","5.2357025146484375","","","","","",""
"717","","","","","","","2285","2285","2285","5.2356648445129395","5.2356648445129395","5.2356648445129395","","","","","",""
"718","","","","","","","2293","2293","2293","5.235597133636475","5.235597133636475","5.235597133636475","","","","","",""
"719","","","","","","","2301","2301","2301","5.235495567321777","5.235495567321777","5.235495567321777","","","","","",""
"720","","","","","","","2303","2303","2303","5.2354044914245605","5.2354044914245605","5.2354044914245605","","","","","",""
"721","","","","","","","2311","2311","2311","5.235298156738281","5.235298156738281","5.235298156738281","","","","","",""
"722","","","","","","","2313","2313","2313","5.235198974609375","5.235198974609375","5.235198974609375","","","","","",""
"723","","","","","","","2321","2321","2321","5.235163688659668","5.235163688659668","5.235163688659668","","","","","",""
"724","","","","","","","2323","2323","2323","5.235055446624756","5.235055446624756","5.235055446624756","","","","","",""
"725","","","","","","","2331","2331","2331","5.234927177429199","5.234927177429199","5.234927177429199","","","","","",""
"726","","","","","","","2339","2339","2339","5.234893798828125","5.234893798828125","5.234893798828125","","","","","",""
"727","","","","","","","2341","2341","2341","5.234836578369141","5.234836578369141","5.234836578369141","","","","","",""
"728","","","","","","","2343","2343","2343","5.234694480895996","5.234694480895996","5.234694480895996","","","","","",""
"729","","","","","","","2351","2351","2351","5.234457492828369","5.234457492828369","5.234457492828369","","","","","",""
"730","","","","","","","2353","2353","2353","5.234373569488525","5.234373569488525","5.234373569488525","","","","","",""
"731","","","","","","","2355","2355","2355","5.234304428100586","5.234304428100586","5.234304428100586","","","","","",""
"732","","","","","","","2363","2363","2363","5.234241962432861","5.234241962432861","5.234241962432861","","","","","",""
"733","","","","","","","2365","2365","2365","5.234170436859131","5.234170436859131","5.234170436859131","","","","","",""
"734","","","","","","","2367","2367","2367","5.234066009521484","5.234066009521484","5.234066009521484","","","","","",""
"735","","","","","","","2375","2375","2375","5.233951091766357","5.233951091766357","5.233951091766357","","","","","",""
"736","","","","","","","2383","2383","2383","5.233796119689941","5.233796119689941","5.233796119689941","","","","","",""
"737","","","","","","","2391","2391","2391","5.233644485473633","5.233644485473633","5.233644485473633","","","","","",""
"738","","","","","","","2399","2399","2399","5.2335638999938965","5.2335638999938965","5.2335638999938965","","","","","",""
"739","","","","","","","2407","2407","2407","5.23340368270874","5.23340368270874","5.23340368270874","","","","","",""
"740","","","","","","","2415","2415","2415","5.2333173751831055","5.2333173751831055","5.2333173751831055","","","","","",""
"741","","","","","","","2417","2417","2417","5.233249187469482","5.233249187469482","5.233249187469482","","","","","",""
"742","","","","","","","2419","2419","2419","5.2332048416137695","5.2332048416137695","5.2332048416137695","","","","","",""
"743","","","","","","","2427","2427","2427","5.233116149902344","5.233116149902344","5.233116149902344","","","","","",""
"744","","","","","","","2435","2435","2435","5.232988357543945","5.232988357543945","5.232988357543945","","","","","",""
"745","","","","","","","2443","2443","2443","5.232859134674072","5.232859134674072","5.232859134674072","","","","","",""
"746","","","","","","","2445","2445","2445","5.2328033447265625","5.2328033447265625","5.2328033447265625","","","","","",""
"747","","","","","","","2447","2447","2447","5.232720375061035","5.232720375061035","5.232720375061035","","","","","",""
"748","","","","","","","2449","2449","2449","5.232605934143066","5.232605934143066","5.232605934143066","","","","","",""
"749","","","","","","","2451","2451","2451","5.232505798339844","5.232505798339844","5.232505798339844","","","","","",""
"750","","","","","","","2453","2453","2453","5.232312202453613","5.232312202453613","5.232312202453613","","","","","",""
"751","","","","","","","2461","2461","2461","5.232168197631836","5.232168197631836","5.232168197631836","","","","","",""
"752","","","","","","","2463","2463","2463","5.232118606567383","5.232118606567383","5.232118606567383","","","","","",""
