"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_conv_layers.4.conv.bias_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_conv_layers.4.conv.bias_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_conv_layers.4.conv.bias_norm__MAX"
"508","","","","","","","1291","1291","1291","2.619974136352539","2.619974136352539","2.619974136352539","","","","","",""
"509","","","","","","","1299","1299","1299","2.621033191680908","2.621033191680908","2.621033191680908","","","","","",""
"510","","","","","","","1307","1307","1307","2.620218276977539","2.620218276977539","2.620218276977539","","","","","",""
"511","","","","","","","1315","1315","1315","2.6206977367401123","2.6206977367401123","2.6206977367401123","","","","","",""
"512","","","","","","","1323","1323","1323","2.6247782707214355","2.6247782707214355","2.6247782707214355","","","","","",""
"513","","","","","","","1331","1331","1331","2.629692554473877","2.629692554473877","2.629692554473877","","","","","",""
"514","","","","","","","1333","1333","1333","2.632244825363159","2.632244825363159","2.632244825363159","","","","","",""
"515","","","","","","","1335","1335","1335","2.6339075565338135","2.6339075565338135","2.6339075565338135","","","","","",""
"516","","","","","","","1337","1337","1337","2.635016918182373","2.635016918182373","2.635016918182373","","","","","",""
"517","","","","","","","1339","1339","1339","2.6381888389587402","2.6381888389587402","2.6381888389587402","","","","","",""
"518","","","","","","","1341","1341","1341","2.6366991996765137","2.6366991996765137","2.6366991996765137","","","","","",""
"519","","","","","","","1343","1343","1343","2.6409034729003906","2.6409034729003906","2.6409034729003906","","","","","",""
"520","","","","","","","1351","1351","1351","2.6357648372650146","2.6357648372650146","2.6357648372650146","","","","","",""
"521","","","","","","","1359","1359","1359","2.63844895362854","2.63844895362854","2.63844895362854","","","","","",""
"522","","","","","","","1361","1361","1361","2.638620138168335","2.638620138168335","2.638620138168335","","","","","",""
"523","","","","","","","1363","1363","1363","2.6364376544952393","2.6364376544952393","2.6364376544952393","","","","","",""
"524","","","","","","","1371","1371","1371","2.6371817588806152","2.6371817588806152","2.6371817588806152","","","","","",""
"525","","","","","","","1379","1379","1379","2.6383283138275146","2.6383283138275146","2.6383283138275146","","","","","",""
"526","","","","","","","1387","1387","1387","2.636233329772949","2.636233329772949","2.636233329772949","","","","","",""
"527","","","","","","","1389","1389","1389","2.6338906288146973","2.6338906288146973","2.6338906288146973","","","","","",""
"528","","","","","","","1397","1397","1397","2.632812261581421","2.632812261581421","2.632812261581421","","","","","",""
"529","","","","","","","1399","1399","1399","2.6332590579986572","2.6332590579986572","2.6332590579986572","","","","","",""
"530","","","","","","","1401","1401","1401","2.6330761909484863","2.6330761909484863","2.6330761909484863","","","","","",""
"531","","","","","","","1409","1409","1409","2.6319737434387207","2.6319737434387207","2.6319737434387207","","","","","",""
"532","","","","","","","1411","1411","1411","2.635082721710205","2.635082721710205","2.635082721710205","","","","","",""
"533","","","","","","","1419","1419","1419","2.63789963722229","2.63789963722229","2.63789963722229","","","","","",""
"534","","","","","","","1421","1421","1421","2.63655686378479","2.63655686378479","2.63655686378479","","","","","",""
"535","","","","","","","1423","1423","1423","2.6359856128692627","2.6359856128692627","2.6359856128692627","","","","","",""
"536","","","","","","","1431","1431","1431","2.633423328399658","2.633423328399658","2.633423328399658","","","","","",""
"537","","","","","","","1433","1433","1433","2.6303224563598633","2.6303224563598633","2.6303224563598633","","","","","",""
"538","","","","","","","1441","1441","1441","2.6297848224639893","2.6297848224639893","2.6297848224639893","","","","","",""
"539","","","","","","","1443","1443","1443","2.6312155723571777","2.6312155723571777","2.6312155723571777","","","","","",""
"540","","","","","","","1451","1451","1451","2.629549026489258","2.629549026489258","2.629549026489258","","","","","",""
"541","","","","","","","1459","1459","1459","2.6305220127105713","2.6305220127105713","2.6305220127105713","","","","","",""
"542","","","","","","","1467","1467","1467","2.627175807952881","2.627175807952881","2.627175807952881","","","","","",""
"543","","","","","","","1475","1475","1475","2.629269599914551","2.629269599914551","2.629269599914551","","","","","",""
"544","","","","","","","1483","1483","1483","2.6283559799194336","2.6283559799194336","2.6283559799194336","","","","","",""
"545","","","","","","","1485","1485","1485","2.630556583404541","2.630556583404541","2.630556583404541","","","","","",""
"546","","","","","","","1493","1493","1493","2.629941701889038","2.629941701889038","2.629941701889038","","","","","",""
"547","","","","","","","1501","1501","1501","2.633176326751709","2.633176326751709","2.633176326751709","","","","","",""
"548","","","","","","","1503","1503","1503","2.6301584243774414","2.6301584243774414","2.6301584243774414","","","","","",""
"549","","","","","","","1505","1505","1505","2.6320159435272217","2.6320159435272217","2.6320159435272217","","","","","",""
"550","","","","","","","1513","1513","1513","2.632678747177124","2.632678747177124","2.632678747177124","","","","","",""
"551","","","","","","","1515","1515","1515","2.6329405307769775","2.6329405307769775","2.6329405307769775","","","","","",""
"552","","","","","","","1517","1517","1517","2.6337318420410156","2.6337318420410156","2.6337318420410156","","","","","",""
"553","","","","","","","1519","1519","1519","2.634612798690796","2.634612798690796","2.634612798690796","","","","","",""
"554","","","","","","","1527","1527","1527","2.6325623989105225","2.6325623989105225","2.6325623989105225","","","","","",""
"555","","","","","","","1529","1529","1529","2.631002902984619","2.631002902984619","2.631002902984619","","","","","",""
"556","","","","","","","1537","1537","1537","2.6282830238342285","2.6282830238342285","2.6282830238342285","","","","","",""
"557","","","","","","","1539","1539","1539","2.6260986328125","2.6260986328125","2.6260986328125","","","","","",""
"558","","","","","","","1541","1541","1541","2.624542474746704","2.624542474746704","2.624542474746704","","","","","",""
"559","","","","","","","1543","1543","1543","2.624802827835083","2.624802827835083","2.624802827835083","","","","","",""
"560","","","","","","","1545","1545","1545","2.627411127090454","2.627411127090454","2.627411127090454","","","","","",""
"561","","","","","","","1553","1553","1553","2.6278939247131348","2.6278939247131348","2.6278939247131348","","","","","",""
"562","","","","","","","1555","1555","1555","2.6282100677490234","2.6282100677490234","2.6282100677490234","","","","","",""
"563","","","","","","","1557","1557","1557","2.6295723915100098","2.6295723915100098","2.6295723915100098","","","","","",""
"564","","","","","","","1559","1559","1559","2.627899169921875","2.627899169921875","2.627899169921875","","","","","",""
"565","","","","","","","1567","1567","1567","2.629112720489502","2.629112720489502","2.629112720489502","","","","","",""
"566","","","","","","","1569","1569","1569","2.624788284301758","2.624788284301758","2.624788284301758","","","","","",""
"567","","","","","","","1571","1571","1571","2.62864351272583","2.62864351272583","2.62864351272583","","","","","",""
"568","","","","","","","1579","1579","1579","2.627528667449951","2.627528667449951","2.627528667449951","","","","","",""
"569","","","","","","","1581","1581","1581","2.6257166862487793","2.6257166862487793","2.6257166862487793","","","","","",""
"570","","","","","","","1583","1583","1583","2.6294820308685303","2.6294820308685303","2.6294820308685303","","","","","",""
"571","","","","","","","1585","1585","1585","2.6292905807495117","2.6292905807495117","2.6292905807495117","","","","","",""
"572","","","","","","","1593","1593","1593","2.635587692260742","2.635587692260742","2.635587692260742","","","","","",""
"573","","","","","","","1595","1595","1595","2.6327035427093506","2.6327035427093506","2.6327035427093506","","","","","",""
"574","","","","","","","1603","1603","1603","2.6312754154205322","2.6312754154205322","2.6312754154205322","","","","","",""
"575","","","","","","","1605","1605","1605","2.630352020263672","2.630352020263672","2.630352020263672","","","","","",""
"576","","","","","","","1607","1607","1607","2.631309747695923","2.631309747695923","2.631309747695923","","","","","",""
"577","","","","","","","1615","1615","1615","2.6326887607574463","2.6326887607574463","2.6326887607574463","","","","","",""
"578","","","","","","","1623","1623","1623","2.632739305496216","2.632739305496216","2.632739305496216","","","","","",""
"579","","","","","","","1631","1631","1631","2.6316702365875244","2.6316702365875244","2.6316702365875244","","","","","",""
"580","","","","","","","1639","1639","1639","2.6336967945098877","2.6336967945098877","2.6336967945098877","","","","","",""
"581","","","","","","","1647","1647","1647","2.6401844024658203","2.6401844024658203","2.6401844024658203","","","","","",""
"582","","","","","","","1655","1655","1655","2.637075424194336","2.637075424194336","2.637075424194336","","","","","",""
"583","","","","","","","1663","1663","1663","2.636068344116211","2.636068344116211","2.636068344116211","","","","","",""
"584","","","","","","","1671","1671","1671","2.6363940238952637","2.6363940238952637","2.6363940238952637","","","","","",""
"585","","","","","","","1679","1679","1679","2.6334731578826904","2.6334731578826904","2.6334731578826904","","","","","",""
"586","","","","","","","1687","1687","1687","2.633016586303711","2.633016586303711","2.633016586303711","","","","","",""
"587","","","","","","","1695","1695","1695","2.630969762802124","2.630969762802124","2.630969762802124","","","","","",""
"588","","","","","","","1703","1703","1703","2.632711887359619","2.632711887359619","2.632711887359619","","","","","",""
"589","","","","","","","1705","1705","1705","2.6314537525177","2.6314537525177","2.6314537525177","","","","","",""
"590","","","","","","","1707","1707","1707","2.6297082901000977","2.6297082901000977","2.6297082901000977","","","","","",""
"591","","","","","","","1709","1709","1709","2.6283011436462402","2.6283011436462402","2.6283011436462402","","","","","",""
"592","","","","","","","1711","1711","1711","2.6290500164031982","2.6290500164031982","2.6290500164031982","","","","","",""
"593","","","","","","","1713","1713","1713","2.63015079498291","2.63015079498291","2.63015079498291","","","","","",""
"594","","","","","","","1715","1715","1715","2.6280434131622314","2.6280434131622314","2.6280434131622314","","","","","",""
"595","","","","","","","1717","1717","1717","2.629258632659912","2.629258632659912","2.629258632659912","","","","","",""
"596","","","","","","","1725","1725","1725","2.627750873565674","2.627750873565674","2.627750873565674","","","","","",""
"597","","","","","","","1727","1727","1727","2.626697301864624","2.626697301864624","2.626697301864624","","","","","",""
"598","","","","","","","1735","1735","1735","2.6284611225128174","2.6284611225128174","2.6284611225128174","","","","","",""
"599","","","","","","","1743","1743","1743","2.6295504570007324","2.6295504570007324","2.6295504570007324","","","","","",""
"600","","","","","","","1751","1751","1751","2.6273791790008545","2.6273791790008545","2.6273791790008545","","","","","",""
"601","","","","","","","1759","1759","1759","2.625849723815918","2.625849723815918","2.625849723815918","","","","","",""
"602","","","","","","","1761","1761","1761","2.6237432956695557","2.6237432956695557","2.6237432956695557","","","","","",""
"603","","","","","","","1769","1769","1769","2.623694896697998","2.623694896697998","2.623694896697998","","","","","",""
"604","","","","","","","1777","1777","1777","2.6247684955596924","2.6247684955596924","2.6247684955596924","","","","","",""
"605","","","","","","","1785","1785","1785","2.6226611137390137","2.6226611137390137","2.6226611137390137","","","","","",""
"606","","","","","","","1787","1787","1787","2.6236329078674316","2.6236329078674316","2.6236329078674316","","","","","",""
"607","","","","","","","1789","1789","1789","2.6238436698913574","2.6238436698913574","2.6238436698913574","","","","","",""
"608","","","","","","","1791","1791","1791","2.6237969398498535","2.6237969398498535","2.6237969398498535","","","","","",""
"609","","","","","","","1799","1799","1799","2.624840259552002","2.624840259552002","2.624840259552002","","","","","",""
"610","","","","","","","1801","1801","1801","2.623609781265259","2.623609781265259","2.623609781265259","","","","","",""
"611","","","","","","","1809","1809","1809","2.6218554973602295","2.6218554973602295","2.6218554973602295","","","","","",""
"612","","","","","","","1811","1811","1811","2.6207098960876465","2.6207098960876465","2.6207098960876465","","","","","",""
"613","","","","","","","1819","1819","1819","2.6192266941070557","2.6192266941070557","2.6192266941070557","","","","","",""
"614","","","","","","","1827","1827","1827","2.6199591159820557","2.6199591159820557","2.6199591159820557","","","","","",""
"615","","","","","","","1835","1835","1835","2.61942982673645","2.61942982673645","2.61942982673645","","","","","",""
"616","","","","","","","1837","1837","1837","2.6215736865997314","2.6215736865997314","2.6215736865997314","","","","","",""
"617","","","","","","","1845","1845","1845","2.622474431991577","2.622474431991577","2.622474431991577","","","","","",""
"618","","","","","","","1853","1853","1853","2.6248295307159424","2.6248295307159424","2.6248295307159424","","","","","",""
"619","","","","","","","1855","1855","1855","2.6233444213867188","2.6233444213867188","2.6233444213867188","","","","","",""
"620","","","","","","","1857","1857","1857","2.623295307159424","2.623295307159424","2.623295307159424","","","","","",""
"621","","","","","","","1865","1865","1865","2.6189403533935547","2.6189403533935547","2.6189403533935547","","","","","",""
"622","","","","","","","1873","1873","1873","2.6190974712371826","2.6190974712371826","2.6190974712371826","","","","","",""
"623","","","","","","","1881","1881","1881","2.6199827194213867","2.6199827194213867","2.6199827194213867","","","","","",""
"624","","","","","","","1889","1889","1889","2.618140935897827","2.618140935897827","2.618140935897827","","","","","",""
"625","","","","","","","1891","1891","1891","2.6185805797576904","2.6185805797576904","2.6185805797576904","","","","","",""
"626","","","","","","","1893","1893","1893","2.6181070804595947","2.6181070804595947","2.6181070804595947","","","","","",""
"627","","","","","","","1901","1901","1901","2.6200337409973145","2.6200337409973145","2.6200337409973145","","","","","",""
"628","","","","","","","1909","1909","1909","2.618791103363037","2.618791103363037","2.618791103363037","","","","","",""
"629","","","","","","","1911","1911","1911","2.6244149208068848","2.6244149208068848","2.6244149208068848","","","","","",""
"630","","","","","","","1913","1913","1913","2.623115062713623","2.623115062713623","2.623115062713623","","","","","",""
"631","","","","","","","1921","1921","1921","2.630023241043091","2.630023241043091","2.630023241043091","","","","","",""
"632","","","","","","","1923","1923","1923","2.6339125633239746","2.6339125633239746","2.6339125633239746","","","","","",""
"633","","","","","","","1925","1925","1925","2.632340908050537","2.632340908050537","2.632340908050537","","","","","",""
"634","","","","","","","1927","1927","1927","2.6322021484375","2.6322021484375","2.6322021484375","","","","","",""
"635","","","","","","","1929","1929","1929","2.6301767826080322","2.6301767826080322","2.6301767826080322","","","","","",""
"636","","","","","","","1937","1937","1937","2.6304214000701904","2.6304214000701904","2.6304214000701904","","","","","",""
"637","","","","","","","1939","1939","1939","2.6288928985595703","2.6288928985595703","2.6288928985595703","","","","","",""
"638","","","","","","","1947","1947","1947","2.6251769065856934","2.6251769065856934","2.6251769065856934","","","","","",""
"639","","","","","","","1955","1955","1955","2.6246836185455322","2.6246836185455322","2.6246836185455322","","","","","",""
"640","","","","","","","1957","1957","1957","2.6244611740112305","2.6244611740112305","2.6244611740112305","","","","","",""
"641","","","","","","","1965","1965","1965","2.6223108768463135","2.6223108768463135","2.6223108768463135","","","","","",""
"642","","","","","","","1967","1967","1967","2.6244421005249023","2.6244421005249023","2.6244421005249023","","","","","",""
"643","","","","","","","1969","1969","1969","2.6217339038848877","2.6217339038848877","2.6217339038848877","","","","","",""
"644","","","","","","","1971","1971","1971","2.6207892894744873","2.6207892894744873","2.6207892894744873","","","","","",""
"645","","","","","","","1979","1979","1979","2.6209604740142822","2.6209604740142822","2.6209604740142822","","","","","",""
"646","","","","","","","1987","1987","1987","2.621185302734375","2.621185302734375","2.621185302734375","","","","","",""
"647","","","","","","","1989","1989","1989","2.6223573684692383","2.6223573684692383","2.6223573684692383","","","","","",""
"648","","","","","","","1997","1997","1997","2.622718095779419","2.622718095779419","2.622718095779419","","","","","",""
"649","","","","","","","2005","2005","2005","2.624263048171997","2.624263048171997","2.624263048171997","","","","","",""
"650","","","","","","","2007","2007","2007","2.6249098777770996","2.6249098777770996","2.6249098777770996","","","","","",""
"651","","","","","","","2009","2009","2009","2.6276121139526367","2.6276121139526367","2.6276121139526367","","","","","",""
"652","","","","","","","2011","2011","2011","2.628725051879883","2.628725051879883","2.628725051879883","","","","","",""
"653","","","","","","","2013","2013","2013","2.6290459632873535","2.6290459632873535","2.6290459632873535","","","","","",""
"654","","","","","","","2021","2021","2021","2.628512382507324","2.628512382507324","2.628512382507324","","","","","",""
"655","","","","","","","2029","2029","2029","2.6291229724884033","2.6291229724884033","2.6291229724884033","","","","","",""
"656","","","","","","","2037","2037","2037","2.630614995956421","2.630614995956421","2.630614995956421","","","","","",""
"657","","","","","","","2039","2039","2039","2.6328284740448","2.6328284740448","2.6328284740448","","","","","",""
"658","","","","","","","2047","2047","2047","2.627094268798828","2.627094268798828","2.627094268798828","","","","","",""
"659","","","","","","","2049","2049","2049","2.6282951831817627","2.6282951831817627","2.6282951831817627","","","","","",""
"660","","","","","","","2051","2051","2051","2.629714250564575","2.629714250564575","2.629714250564575","","","","","",""
"661","","","","","","","2053","2053","2053","2.6293492317199707","2.6293492317199707","2.6293492317199707","","","","","",""
"662","","","","","","","2061","2061","2061","2.6308631896972656","2.6308631896972656","2.6308631896972656","","","","","",""
"663","","","","","","","2069","2069","2069","2.6312925815582275","2.6312925815582275","2.6312925815582275","","","","","",""
"664","","","","","","","2077","2077","2077","2.6301774978637695","2.6301774978637695","2.6301774978637695","","","","","",""
"665","","","","","","","2085","2085","2085","2.6325762271881104","2.6325762271881104","2.6325762271881104","","","","","",""
"666","","","","","","","2087","2087","2087","2.6322052478790283","2.6322052478790283","2.6322052478790283","","","","","",""
"667","","","","","","","2089","2089","2089","2.629836320877075","2.629836320877075","2.629836320877075","","","","","",""
"668","","","","","","","2097","2097","2097","2.630587577819824","2.630587577819824","2.630587577819824","","","","","",""
"669","","","","","","","2105","2105","2105","2.628678798675537","2.628678798675537","2.628678798675537","","","","","",""
"670","","","","","","","2107","2107","2107","2.628736734390259","2.628736734390259","2.628736734390259","","","","","",""
"671","","","","","","","2115","2115","2115","2.627675771713257","2.627675771713257","2.627675771713257","","","","","",""
"672","","","","","","","2123","2123","2123","2.628441095352173","2.628441095352173","2.628441095352173","","","","","",""
"673","","","","","","","2125","2125","2125","2.6299002170562744","2.6299002170562744","2.6299002170562744","","","","","",""
"674","","","","","","","2127","2127","2127","2.627819776535034","2.627819776535034","2.627819776535034","","","","","",""
"675","","","","","","","2135","2135","2135","2.627431631088257","2.627431631088257","2.627431631088257","","","","","",""
"676","","","","","","","2137","2137","2137","2.6279098987579346","2.6279098987579346","2.6279098987579346","","","","","",""
"677","","","","","","","2139","2139","2139","2.629617691040039","2.629617691040039","2.629617691040039","","","","","",""
"678","","","","","","","2141","2141","2141","2.630366802215576","2.630366802215576","2.630366802215576","","","","","",""
"679","","","","","","","2143","2143","2143","2.630577802658081","2.630577802658081","2.630577802658081","","","","","",""
"680","","","","","","","2145","2145","2145","2.629905939102173","2.629905939102173","2.629905939102173","","","","","",""
"681","","","","","","","2147","2147","2147","2.630988836288452","2.630988836288452","2.630988836288452","","","","","",""
"682","","","","","","","2149","2149","2149","2.628915548324585","2.628915548324585","2.628915548324585","","","","","",""
"683","","","","","","","2157","2157","2157","2.630952835083008","2.630952835083008","2.630952835083008","","","","","",""
"684","","","","","","","2165","2165","2165","2.6333281993865967","2.6333281993865967","2.6333281993865967","","","","","",""
"685","","","","","","","2167","2167","2167","2.6319103240966797","2.6319103240966797","2.6319103240966797","","","","","",""
"686","","","","","","","2169","2169","2169","2.6293087005615234","2.6293087005615234","2.6293087005615234","","","","","",""
"687","","","","","","","2171","2171","2171","2.629088878631592","2.629088878631592","2.629088878631592","","","","","",""
"688","","","","","","","2173","2173","2173","2.627575159072876","2.627575159072876","2.627575159072876","","","","","",""
"689","","","","","","","2175","2175","2175","2.6269705295562744","2.6269705295562744","2.6269705295562744","","","","","",""
"690","","","","","","","2183","2183","2183","2.6278457641601562","2.6278457641601562","2.6278457641601562","","","","","",""
"691","","","","","","","2185","2185","2185","2.6284327507019043","2.6284327507019043","2.6284327507019043","","","","","",""
"692","","","","","","","2187","2187","2187","2.627774477005005","2.627774477005005","2.627774477005005","","","","","",""
"693","","","","","","","2189","2189","2189","2.6283764839172363","2.6283764839172363","2.6283764839172363","","","","","",""
"694","","","","","","","2191","2191","2191","2.626925468444824","2.626925468444824","2.626925468444824","","","","","",""
"695","","","","","","","2193","2193","2193","2.626286029815674","2.626286029815674","2.626286029815674","","","","","",""
"696","","","","","","","2201","2201","2201","2.630258321762085","2.630258321762085","2.630258321762085","","","","","",""
"697","","","","","","","2203","2203","2203","2.630164384841919","2.630164384841919","2.630164384841919","","","","","",""
"698","","","","","","","2205","2205","2205","2.6291263103485107","2.6291263103485107","2.6291263103485107","","","","","",""
"699","","","","","","","2207","2207","2207","2.6287782192230225","2.6287782192230225","2.6287782192230225","","","","","",""
"700","","","","","","","2215","2215","2215","2.627364158630371","2.627364158630371","2.627364158630371","","","","","",""
"701","","","","","","","2217","2217","2217","2.6286873817443848","2.6286873817443848","2.6286873817443848","","","","","",""
"702","","","","","","","2219","2219","2219","2.6306238174438477","2.6306238174438477","2.6306238174438477","","","","","",""
"703","","","","","","","2221","2221","2221","2.6299753189086914","2.6299753189086914","2.6299753189086914","","","","","",""
"704","","","","","","","2229","2229","2229","2.630167245864868","2.630167245864868","2.630167245864868","","","","","",""
"705","","","","","","","2237","2237","2237","2.6308608055114746","2.6308608055114746","2.6308608055114746","","","","","",""
"706","","","","","","","2239","2239","2239","2.6298606395721436","2.6298606395721436","2.6298606395721436","","","","","",""
"707","","","","","","","2241","2241","2241","2.629802942276001","2.629802942276001","2.629802942276001","","","","","",""
"708","","","","","","","2243","2243","2243","2.629732370376587","2.629732370376587","2.629732370376587","","","","","",""
"709","","","","","","","2251","2251","2251","2.629324436187744","2.629324436187744","2.629324436187744","","","","","",""
"710","","","","","","","2253","2253","2253","2.6260182857513428","2.6260182857513428","2.6260182857513428","","","","","",""
"711","","","","","","","2255","2255","2255","2.6277689933776855","2.6277689933776855","2.6277689933776855","","","","","",""
"712","","","","","","","2257","2257","2257","2.62630295753479","2.62630295753479","2.62630295753479","","","","","",""
"713","","","","","","","2259","2259","2259","2.6252634525299072","2.6252634525299072","2.6252634525299072","","","","","",""
"714","","","","","","","2267","2267","2267","2.6268510818481445","2.6268510818481445","2.6268510818481445","","","","","",""
"715","","","","","","","2275","2275","2275","2.626915693283081","2.626915693283081","2.626915693283081","","","","","",""
"716","","","","","","","2283","2283","2283","2.6321985721588135","2.6321985721588135","2.6321985721588135","","","","","",""
"717","","","","","","","2285","2285","2285","2.6369378566741943","2.6369378566741943","2.6369378566741943","","","","","",""
"718","","","","","","","2293","2293","2293","2.638545036315918","2.638545036315918","2.638545036315918","","","","","",""
"719","","","","","","","2301","2301","2301","2.636284589767456","2.636284589767456","2.636284589767456","","","","","",""
"720","","","","","","","2303","2303","2303","2.635932683944702","2.635932683944702","2.635932683944702","","","","","",""
"721","","","","","","","2311","2311","2311","2.6337010860443115","2.6337010860443115","2.6337010860443115","","","","","",""
"722","","","","","","","2313","2313","2313","2.634549856185913","2.634549856185913","2.634549856185913","","","","","",""
"723","","","","","","","2321","2321","2321","2.633436679840088","2.633436679840088","2.633436679840088","","","","","",""
"724","","","","","","","2323","2323","2323","2.6330742835998535","2.6330742835998535","2.6330742835998535","","","","","",""
"725","","","","","","","2331","2331","2331","2.630039930343628","2.630039930343628","2.630039930343628","","","","","",""
"726","","","","","","","2339","2339","2339","2.632354974746704","2.632354974746704","2.632354974746704","","","","","",""
"727","","","","","","","2341","2341","2341","2.6325936317443848","2.6325936317443848","2.6325936317443848","","","","","",""
"728","","","","","","","2343","2343","2343","2.6347906589508057","2.6347906589508057","2.6347906589508057","","","","","",""
"729","","","","","","","2351","2351","2351","2.633928060531616","2.633928060531616","2.633928060531616","","","","","",""
"730","","","","","","","2353","2353","2353","2.632716178894043","2.632716178894043","2.632716178894043","","","","","",""
"731","","","","","","","2355","2355","2355","2.631288766860962","2.631288766860962","2.631288766860962","","","","","",""
"732","","","","","","","2363","2363","2363","2.6306705474853516","2.6306705474853516","2.6306705474853516","","","","","",""
"733","","","","","","","2365","2365","2365","2.627822160720825","2.627822160720825","2.627822160720825","","","","","",""
"734","","","","","","","2367","2367","2367","2.6292314529418945","2.6292314529418945","2.6292314529418945","","","","","",""
"735","","","","","","","2375","2375","2375","2.6267664432525635","2.6267664432525635","2.6267664432525635","","","","","",""
"736","","","","","","","2383","2383","2383","2.6271910667419434","2.6271910667419434","2.6271910667419434","","","","","",""
"737","","","","","","","2391","2391","2391","2.6264607906341553","2.6264607906341553","2.6264607906341553","","","","","",""
"738","","","","","","","2399","2399","2399","2.628120183944702","2.628120183944702","2.628120183944702","","","","","",""
"739","","","","","","","2407","2407","2407","2.6304004192352295","2.6304004192352295","2.6304004192352295","","","","","",""
"740","","","","","","","2415","2415","2415","2.631981611251831","2.631981611251831","2.631981611251831","","","","","",""
"741","","","","","","","2417","2417","2417","2.6318325996398926","2.6318325996398926","2.6318325996398926","","","","","",""
"742","","","","","","","2419","2419","2419","2.6331770420074463","2.6331770420074463","2.6331770420074463","","","","","",""
"743","","","","","","","2427","2427","2427","2.633289337158203","2.633289337158203","2.633289337158203","","","","","",""
"744","","","","","","","2435","2435","2435","2.6318137645721436","2.6318137645721436","2.6318137645721436","","","","","",""
"745","","","","","","","2443","2443","2443","2.6312193870544434","2.6312193870544434","2.6312193870544434","","","","","",""
"746","","","","","","","2445","2445","2445","2.629960298538208","2.629960298538208","2.629960298538208","","","","","",""
"747","","","","","","","2447","2447","2447","2.6305289268493652","2.6305289268493652","2.6305289268493652","","","","","",""
"748","","","","","","","2449","2449","2449","2.631495237350464","2.631495237350464","2.631495237350464","","","","","",""
"749","","","","","","","2451","2451","2451","2.6328701972961426","2.6328701972961426","2.6328701972961426","","","","","",""
"750","","","","","","","2453","2453","2453","2.633474588394165","2.633474588394165","2.633474588394165","","","","","",""
"751","","","","","","","2461","2461","2461","2.6360135078430176","2.6360135078430176","2.6360135078430176","","","","","",""
"752","","","","","","","2463","2463","2463","2.6357421875","2.6357421875","2.6357421875","","","","","",""
"753","","","","","","","2471","2471","2471","2.6352357864379883","2.6352357864379883","2.6352357864379883","","","","","",""
"754","","","","","","","2479","2479","2479","2.6350016593933105","2.6350016593933105","2.6350016593933105","","","","","",""
"755","","","","","","","2487","2487","2487","2.6363189220428467","2.6363189220428467","2.6363189220428467","","","","","",""
"756","","","","","","","2489","2489","2489","2.631939172744751","2.631939172744751","2.631939172744751","","","","","",""
"757","","","","","","","2497","2497","2497","2.6328625679016113","2.6328625679016113","2.6328625679016113","","","","","",""
"758","","","","","","","2499","2499","2499","2.630887508392334","2.630887508392334","2.630887508392334","","","","","",""
"759","","","","","","","2501","2501","2501","2.635313034057617","2.635313034057617","2.635313034057617","","","","","",""
"760","","","","","","","2509","2509","2509","2.635568857192993","2.635568857192993","2.635568857192993","","","","","",""
"761","","","","","","","2511","2511","2511","2.6392526626586914","2.6392526626586914","2.6392526626586914","","","","","",""
"762","","","","","","","2519","2519","2519","2.6405439376831055","2.6405439376831055","2.6405439376831055","","","","","",""
"763","","","","","","","2527","2527","2527","2.6411285400390625","2.6411285400390625","2.6411285400390625","","","","","",""
"764","","","","","","","2529","2529","2529","2.6385037899017334","2.6385037899017334","2.6385037899017334","","","","","",""
"765","","","","","","","2537","2537","2537","2.6357815265655518","2.6357815265655518","2.6357815265655518","","","","","",""
"766","","","","","","","2539","2539","2539","2.63545298576355","2.63545298576355","2.63545298576355","","","","","",""
"767","","","","","","","2547","2547","2547","2.635648012161255","2.635648012161255","2.635648012161255","","","","","",""
"768","","","","","","","2549","2549","2549","2.6353509426116943","2.6353509426116943","2.6353509426116943","","","","","",""
"769","","","","","","","2557","2557","2557","2.635608196258545","2.635608196258545","2.635608196258545","","","","","",""
