"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_decoder.0.norm.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_decoder.0.norm.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_decoder.0.norm.weight_norm__MAX"
"502","","","","","","","1249","1249","1249","8.986313819885254","8.986313819885254","8.986313819885254","","","","","",""
"503","","","","","","","1257","1257","1257","8.988204956054688","8.988204956054688","8.988204956054688","","","","","",""
"504","","","","","","","1259","1259","1259","8.992413520812988","8.992413520812988","8.992413520812988","","","","","",""
"505","","","","","","","1267","1267","1267","8.99191951751709","8.99191951751709","8.99191951751709","","","","","",""
"506","","","","","","","1275","1275","1275","8.991984367370605","8.991984367370605","8.991984367370605","","","","","",""
"507","","","","","","","1283","1283","1283","8.991522789001465","8.991522789001465","8.991522789001465","","","","","",""
"508","","","","","","","1291","1291","1291","8.991521835327148","8.991521835327148","8.991521835327148","","","","","",""
"509","","","","","","","1299","1299","1299","8.992022514343262","8.992022514343262","8.992022514343262","","","","","",""
"510","","","","","","","1307","1307","1307","8.992206573486328","8.992206573486328","8.992206573486328","","","","","",""
"511","","","","","","","1315","1315","1315","8.992256164550781","8.992256164550781","8.992256164550781","","","","","",""
"512","","","","","","","1323","1323","1323","8.993602752685547","8.993602752685547","8.993602752685547","","","","","",""
"513","","","","","","","1331","1331","1331","8.994909286499023","8.994909286499023","8.994909286499023","","","","","",""
"514","","","","","","","1333","1333","1333","8.994233131408691","8.994233131408691","8.994233131408691","","","","","",""
"515","","","","","","","1335","1335","1335","8.99606704711914","8.99606704711914","8.99606704711914","","","","","",""
"516","","","","","","","1337","1337","1337","8.996378898620605","8.996378898620605","8.996378898620605","","","","","",""
"517","","","","","","","1339","1339","1339","8.996905326843262","8.996905326843262","8.996905326843262","","","","","",""
"518","","","","","","","1341","1341","1341","8.998912811279297","8.998912811279297","8.998912811279297","","","","","",""
"519","","","","","","","1343","1343","1343","9.001421928405762","9.001421928405762","9.001421928405762","","","","","",""
"520","","","","","","","1351","1351","1351","9.000232696533203","9.000232696533203","9.000232696533203","","","","","",""
"521","","","","","","","1359","1359","1359","9.001679420471191","9.001679420471191","9.001679420471191","","","","","",""
"522","","","","","","","1361","1361","1361","9.002446174621582","9.002446174621582","9.002446174621582","","","","","",""
"523","","","","","","","1363","1363","1363","9.00307559967041","9.00307559967041","9.00307559967041","","","","","",""
"524","","","","","","","1371","1371","1371","9.00349235534668","9.00349235534668","9.00349235534668","","","","","",""
"525","","","","","","","1379","1379","1379","9.003565788269043","9.003565788269043","9.003565788269043","","","","","",""
"526","","","","","","","1387","1387","1387","9.004518508911133","9.004518508911133","9.004518508911133","","","","","",""
"527","","","","","","","1389","1389","1389","9.005672454833984","9.005672454833984","9.005672454833984","","","","","",""
"528","","","","","","","1397","1397","1397","9.006037712097168","9.006037712097168","9.006037712097168","","","","","",""
"529","","","","","","","1399","1399","1399","9.006336212158203","9.006336212158203","9.006336212158203","","","","","",""
"530","","","","","","","1401","1401","1401","9.006150245666504","9.006150245666504","9.006150245666504","","","","","",""
"531","","","","","","","1409","1409","1409","9.005624771118164","9.005624771118164","9.005624771118164","","","","","",""
"532","","","","","","","1411","1411","1411","9.005698204040527","9.005698204040527","9.005698204040527","","","","","",""
"533","","","","","","","1419","1419","1419","9.007987976074219","9.007987976074219","9.007987976074219","","","","","",""
"534","","","","","","","1421","1421","1421","9.010331153869629","9.010331153869629","9.010331153869629","","","","","",""
"535","","","","","","","1423","1423","1423","9.010333061218262","9.010333061218262","9.010333061218262","","","","","",""
"536","","","","","","","1431","1431","1431","9.012001037597656","9.012001037597656","9.012001037597656","","","","","",""
"537","","","","","","","1433","1433","1433","9.012419700622559","9.012419700622559","9.012419700622559","","","","","",""
"538","","","","","","","1441","1441","1441","9.012487411499023","9.012487411499023","9.012487411499023","","","","","",""
"539","","","","","","","1443","1443","1443","9.012890815734863","9.012890815734863","9.012890815734863","","","","","",""
"540","","","","","","","1451","1451","1451","9.014026641845703","9.014026641845703","9.014026641845703","","","","","",""
"541","","","","","","","1459","1459","1459","9.01458740234375","9.01458740234375","9.01458740234375","","","","","",""
"542","","","","","","","1467","1467","1467","9.01539421081543","9.01539421081543","9.01539421081543","","","","","",""
"543","","","","","","","1475","1475","1475","9.015521049499512","9.015521049499512","9.015521049499512","","","","","",""
"544","","","","","","","1483","1483","1483","9.01633358001709","9.01633358001709","9.01633358001709","","","","","",""
"545","","","","","","","1485","1485","1485","9.0172119140625","9.0172119140625","9.0172119140625","","","","","",""
"546","","","","","","","1493","1493","1493","9.017426490783691","9.017426490783691","9.017426490783691","","","","","",""
"547","","","","","","","1501","1501","1501","9.018658638000488","9.018658638000488","9.018658638000488","","","","","",""
"548","","","","","","","1503","1503","1503","9.020096778869629","9.020096778869629","9.020096778869629","","","","","",""
"549","","","","","","","1505","1505","1505","9.020055770874023","9.020055770874023","9.020055770874023","","","","","",""
"550","","","","","","","1513","1513","1513","9.02087688446045","9.02087688446045","9.02087688446045","","","","","",""
"551","","","","","","","1515","1515","1515","9.020393371582031","9.020393371582031","9.020393371582031","","","","","",""
"552","","","","","","","1517","1517","1517","9.020193099975586","9.020193099975586","9.020193099975586","","","","","",""
"553","","","","","","","1519","1519","1519","9.021076202392578","9.021076202392578","9.021076202392578","","","","","",""
"554","","","","","","","1527","1527","1527","9.02225112915039","9.02225112915039","9.02225112915039","","","","","",""
"555","","","","","","","1529","1529","1529","9.023054122924805","9.023054122924805","9.023054122924805","","","","","",""
"556","","","","","","","1537","1537","1537","9.022693634033203","9.022693634033203","9.022693634033203","","","","","",""
"557","","","","","","","1539","1539","1539","9.022899627685547","9.022899627685547","9.022899627685547","","","","","",""
"558","","","","","","","1541","1541","1541","9.023530960083008","9.023530960083008","9.023530960083008","","","","","",""
"559","","","","","","","1543","1543","1543","9.024323463439941","9.024323463439941","9.024323463439941","","","","","",""
"560","","","","","","","1545","1545","1545","9.02477741241455","9.02477741241455","9.02477741241455","","","","","",""
"561","","","","","","","1553","1553","1553","9.025774955749512","9.025774955749512","9.025774955749512","","","","","",""
"562","","","","","","","1555","1555","1555","9.026674270629883","9.026674270629883","9.026674270629883","","","","","",""
"563","","","","","","","1557","1557","1557","9.027237892150879","9.027237892150879","9.027237892150879","","","","","",""
"564","","","","","","","1559","1559","1559","9.029033660888672","9.029033660888672","9.029033660888672","","","","","",""
"565","","","","","","","1567","1567","1567","9.030829429626465","9.030829429626465","9.030829429626465","","","","","",""
"566","","","","","","","1569","1569","1569","9.031560897827148","9.031560897827148","9.031560897827148","","","","","",""
"567","","","","","","","1571","1571","1571","9.03215217590332","9.03215217590332","9.03215217590332","","","","","",""
"568","","","","","","","1579","1579","1579","9.032739639282227","9.032739639282227","9.032739639282227","","","","","",""
"569","","","","","","","1581","1581","1581","9.032366752624512","9.032366752624512","9.032366752624512","","","","","",""
"570","","","","","","","1583","1583","1583","9.033352851867676","9.033352851867676","9.033352851867676","","","","","",""
"571","","","","","","","1585","1585","1585","9.033299446105957","9.033299446105957","9.033299446105957","","","","","",""
"572","","","","","","","1593","1593","1593","9.034014701843262","9.034014701843262","9.034014701843262","","","","","",""
"573","","","","","","","1595","1595","1595","9.035299301147461","9.035299301147461","9.035299301147461","","","","","",""
"574","","","","","","","1603","1603","1603","9.035698890686035","9.035698890686035","9.035698890686035","","","","","",""
"575","","","","","","","1605","1605","1605","9.036145210266113","9.036145210266113","9.036145210266113","","","","","",""
"576","","","","","","","1607","1607","1607","9.037553787231445","9.037553787231445","9.037553787231445","","","","","",""
"577","","","","","","","1615","1615","1615","9.0375337600708","9.0375337600708","9.0375337600708","","","","","",""
"578","","","","","","","1623","1623","1623","9.039374351501465","9.039374351501465","9.039374351501465","","","","","",""
"579","","","","","","","1631","1631","1631","9.040871620178223","9.040871620178223","9.040871620178223","","","","","",""
"580","","","","","","","1639","1639","1639","9.04226303100586","9.04226303100586","9.04226303100586","","","","","",""
"581","","","","","","","1647","1647","1647","9.043611526489258","9.043611526489258","9.043611526489258","","","","","",""
"582","","","","","","","1655","1655","1655","9.043931007385254","9.043931007385254","9.043931007385254","","","","","",""
"583","","","","","","","1663","1663","1663","9.044371604919434","9.044371604919434","9.044371604919434","","","","","",""
"584","","","","","","","1671","1671","1671","9.044394493103027","9.044394493103027","9.044394493103027","","","","","",""
"585","","","","","","","1679","1679","1679","9.045246124267578","9.045246124267578","9.045246124267578","","","","","",""
"586","","","","","","","1687","1687","1687","9.044934272766113","9.044934272766113","9.044934272766113","","","","","",""
"587","","","","","","","1695","1695","1695","9.045483589172363","9.045483589172363","9.045483589172363","","","","","",""
"588","","","","","","","1703","1703","1703","9.044651985168457","9.044651985168457","9.044651985168457","","","","","",""
"589","","","","","","","1705","1705","1705","9.044757843017578","9.044757843017578","9.044757843017578","","","","","",""
"590","","","","","","","1707","1707","1707","9.044559478759766","9.044559478759766","9.044559478759766","","","","","",""
"591","","","","","","","1709","1709","1709","9.045674324035645","9.045674324035645","9.045674324035645","","","","","",""
"592","","","","","","","1711","1711","1711","9.047174453735352","9.047174453735352","9.047174453735352","","","","","",""
"593","","","","","","","1713","1713","1713","9.049042701721191","9.049042701721191","9.049042701721191","","","","","",""
"594","","","","","","","1715","1715","1715","9.048611640930176","9.048611640930176","9.048611640930176","","","","","",""
"595","","","","","","","1717","1717","1717","9.050250053405762","9.050250053405762","9.050250053405762","","","","","",""
"596","","","","","","","1725","1725","1725","9.049975395202637","9.049975395202637","9.049975395202637","","","","","",""
"597","","","","","","","1727","1727","1727","9.050124168395996","9.050124168395996","9.050124168395996","","","","","",""
"598","","","","","","","1735","1735","1735","9.050987243652344","9.050987243652344","9.050987243652344","","","","","",""
"599","","","","","","","1743","1743","1743","9.051539421081543","9.051539421081543","9.051539421081543","","","","","",""
"600","","","","","","","1751","1751","1751","9.052496910095215","9.052496910095215","9.052496910095215","","","","","",""
"601","","","","","","","1759","1759","1759","9.052029609680176","9.052029609680176","9.052029609680176","","","","","",""
"602","","","","","","","1761","1761","1761","9.052279472351074","9.052279472351074","9.052279472351074","","","","","",""
"603","","","","","","","1769","1769","1769","9.052470207214355","9.052470207214355","9.052470207214355","","","","","",""
"604","","","","","","","1777","1777","1777","9.053794860839844","9.053794860839844","9.053794860839844","","","","","",""
"605","","","","","","","1785","1785","1785","9.055095672607422","9.055095672607422","9.055095672607422","","","","","",""
"606","","","","","","","1787","1787","1787","9.0558443069458","9.0558443069458","9.0558443069458","","","","","",""
"607","","","","","","","1789","1789","1789","9.057146072387695","9.057146072387695","9.057146072387695","","","","","",""
"608","","","","","","","1791","1791","1791","9.058698654174805","9.058698654174805","9.058698654174805","","","","","",""
"609","","","","","","","1799","1799","1799","9.05842399597168","9.05842399597168","9.05842399597168","","","","","",""
"610","","","","","","","1801","1801","1801","9.05898380279541","9.05898380279541","9.05898380279541","","","","","",""
"611","","","","","","","1809","1809","1809","9.058900833129883","9.058900833129883","9.058900833129883","","","","","",""
"612","","","","","","","1811","1811","1811","9.058990478515625","9.058990478515625","9.058990478515625","","","","","",""
"613","","","","","","","1819","1819","1819","9.05905818939209","9.05905818939209","9.05905818939209","","","","","",""
"614","","","","","","","1827","1827","1827","9.059696197509766","9.059696197509766","9.059696197509766","","","","","",""
"615","","","","","","","1835","1835","1835","9.059929847717285","9.059929847717285","9.059929847717285","","","","","",""
"616","","","","","","","1837","1837","1837","9.061026573181152","9.061026573181152","9.061026573181152","","","","","",""
"617","","","","","","","1845","1845","1845","9.06125545501709","9.06125545501709","9.06125545501709","","","","","",""
"618","","","","","","","1853","1853","1853","9.06448745727539","9.06448745727539","9.06448745727539","","","","","",""
"619","","","","","","","1855","1855","1855","9.064889907836914","9.064889907836914","9.064889907836914","","","","","",""
"620","","","","","","","1857","1857","1857","9.064491271972656","9.064491271972656","9.064491271972656","","","","","",""
"621","","","","","","","1865","1865","1865","9.064071655273438","9.064071655273438","9.064071655273438","","","","","",""
"622","","","","","","","1873","1873","1873","9.064010620117188","9.064010620117188","9.064010620117188","","","","","",""
"623","","","","","","","1881","1881","1881","9.064926147460938","9.064926147460938","9.064926147460938","","","","","",""
"624","","","","","","","1889","1889","1889","9.065393447875977","9.065393447875977","9.065393447875977","","","","","",""
"625","","","","","","","1891","1891","1891","9.066235542297363","9.066235542297363","9.066235542297363","","","","","",""
"626","","","","","","","1893","1893","1893","9.066333770751953","9.066333770751953","9.066333770751953","","","","","",""
"627","","","","","","","1901","1901","1901","9.067341804504395","9.067341804504395","9.067341804504395","","","","","",""
"628","","","","","","","1909","1909","1909","9.06698226928711","9.06698226928711","9.06698226928711","","","","","",""
"629","","","","","","","1911","1911","1911","9.066794395446777","9.066794395446777","9.066794395446777","","","","","",""
"630","","","","","","","1913","1913","1913","9.067359924316406","9.067359924316406","9.067359924316406","","","","","",""
"631","","","","","","","1921","1921","1921","9.067808151245117","9.067808151245117","9.067808151245117","","","","","",""
"632","","","","","","","1923","1923","1923","9.068920135498047","9.068920135498047","9.068920135498047","","","","","",""
"633","","","","","","","1925","1925","1925","9.07087230682373","9.07087230682373","9.07087230682373","","","","","",""
"634","","","","","","","1927","1927","1927","9.0729341506958","9.0729341506958","9.0729341506958","","","","","",""
"635","","","","","","","1929","1929","1929","9.074349403381348","9.074349403381348","9.074349403381348","","","","","",""
"636","","","","","","","1937","1937","1937","9.07545280456543","9.07545280456543","9.07545280456543","","","","","",""
"637","","","","","","","1939","1939","1939","9.075645446777344","9.075645446777344","9.075645446777344","","","","","",""
"638","","","","","","","1947","1947","1947","9.074426651000977","9.074426651000977","9.074426651000977","","","","","",""
"639","","","","","","","1955","1955","1955","9.073873519897461","9.073873519897461","9.073873519897461","","","","","",""
"640","","","","","","","1957","1957","1957","9.075047492980957","9.075047492980957","9.075047492980957","","","","","",""
"641","","","","","","","1965","1965","1965","9.075982093811035","9.075982093811035","9.075982093811035","","","","","",""
"642","","","","","","","1967","1967","1967","9.076471328735352","9.076471328735352","9.076471328735352","","","","","",""
"643","","","","","","","1969","1969","1969","9.076952934265137","9.076952934265137","9.076952934265137","","","","","",""
"644","","","","","","","1971","1971","1971","9.077242851257324","9.077242851257324","9.077242851257324","","","","","",""
"645","","","","","","","1979","1979","1979","9.079345703125","9.079345703125","9.079345703125","","","","","",""
"646","","","","","","","1987","1987","1987","9.080192565917969","9.080192565917969","9.080192565917969","","","","","",""
"647","","","","","","","1989","1989","1989","9.080376625061035","9.080376625061035","9.080376625061035","","","","","",""
"648","","","","","","","1997","1997","1997","9.081243515014648","9.081243515014648","9.081243515014648","","","","","",""
"649","","","","","","","2005","2005","2005","9.081334114074707","9.081334114074707","9.081334114074707","","","","","",""
"650","","","","","","","2007","2007","2007","9.082046508789062","9.082046508789062","9.082046508789062","","","","","",""
"651","","","","","","","2009","2009","2009","9.082554817199707","9.082554817199707","9.082554817199707","","","","","",""
"652","","","","","","","2011","2011","2011","9.083122253417969","9.083122253417969","9.083122253417969","","","","","",""
"653","","","","","","","2013","2013","2013","9.084355354309082","9.084355354309082","9.084355354309082","","","","","",""
"654","","","","","","","2021","2021","2021","9.085566520690918","9.085566520690918","9.085566520690918","","","","","",""
"655","","","","","","","2029","2029","2029","9.086823463439941","9.086823463439941","9.086823463439941","","","","","",""
"656","","","","","","","2037","2037","2037","9.087060928344727","9.087060928344727","9.087060928344727","","","","","",""
"657","","","","","","","2039","2039","2039","9.089027404785156","9.089027404785156","9.089027404785156","","","","","",""
"658","","","","","","","2047","2047","2047","9.088882446289062","9.088882446289062","9.088882446289062","","","","","",""
"659","","","","","","","2049","2049","2049","9.089900970458984","9.089900970458984","9.089900970458984","","","","","",""
"660","","","","","","","2051","2051","2051","9.091324806213379","9.091324806213379","9.091324806213379","","","","","",""
"661","","","","","","","2053","2053","2053","9.092025756835938","9.092025756835938","9.092025756835938","","","","","",""
"662","","","","","","","2061","2061","2061","9.091002464294434","9.091002464294434","9.091002464294434","","","","","",""
"663","","","","","","","2069","2069","2069","9.091939926147461","9.091939926147461","9.091939926147461","","","","","",""
"664","","","","","","","2077","2077","2077","9.091550827026367","9.091550827026367","9.091550827026367","","","","","",""
"665","","","","","","","2085","2085","2085","9.092763900756836","9.092763900756836","9.092763900756836","","","","","",""
"666","","","","","","","2087","2087","2087","9.093182563781738","9.093182563781738","9.093182563781738","","","","","",""
"667","","","","","","","2089","2089","2089","9.093382835388184","9.093382835388184","9.093382835388184","","","","","",""
"668","","","","","","","2097","2097","2097","9.094258308410645","9.094258308410645","9.094258308410645","","","","","",""
"669","","","","","","","2105","2105","2105","9.0956449508667","9.0956449508667","9.0956449508667","","","","","",""
"670","","","","","","","2107","2107","2107","9.096012115478516","9.096012115478516","9.096012115478516","","","","","",""
"671","","","","","","","2115","2115","2115","9.096820831298828","9.096820831298828","9.096820831298828","","","","","",""
"672","","","","","","","2123","2123","2123","9.096155166625977","9.096155166625977","9.096155166625977","","","","","",""
"673","","","","","","","2125","2125","2125","9.09638786315918","9.09638786315918","9.09638786315918","","","","","",""
"674","","","","","","","2127","2127","2127","9.0960054397583","9.0960054397583","9.0960054397583","","","","","",""
"675","","","","","","","2135","2135","2135","9.09697151184082","9.09697151184082","9.09697151184082","","","","","",""
"676","","","","","","","2137","2137","2137","9.097574234008789","9.097574234008789","9.097574234008789","","","","","",""
"677","","","","","","","2139","2139","2139","9.098138809204102","9.098138809204102","9.098138809204102","","","","","",""
"678","","","","","","","2141","2141","2141","9.098977088928223","9.098977088928223","9.098977088928223","","","","","",""
"679","","","","","","","2143","2143","2143","9.099258422851562","9.099258422851562","9.099258422851562","","","","","",""
"680","","","","","","","2145","2145","2145","9.100444793701172","9.100444793701172","9.100444793701172","","","","","",""
"681","","","","","","","2147","2147","2147","9.100157737731934","9.100157737731934","9.100157737731934","","","","","",""
"682","","","","","","","2149","2149","2149","9.101061820983887","9.101061820983887","9.101061820983887","","","","","",""
"683","","","","","","","2157","2157","2157","9.103558540344238","9.103558540344238","9.103558540344238","","","","","",""
"684","","","","","","","2165","2165","2165","9.105484008789062","9.105484008789062","9.105484008789062","","","","","",""
"685","","","","","","","2167","2167","2167","9.10528564453125","9.10528564453125","9.10528564453125","","","","","",""
"686","","","","","","","2169","2169","2169","9.103357315063477","9.103357315063477","9.103357315063477","","","","","",""
"687","","","","","","","2171","2171","2171","9.103164672851562","9.103164672851562","9.103164672851562","","","","","",""
"688","","","","","","","2173","2173","2173","9.103321075439453","9.103321075439453","9.103321075439453","","","","","",""
"689","","","","","","","2175","2175","2175","9.103533744812012","9.103533744812012","9.103533744812012","","","","","",""
"690","","","","","","","2183","2183","2183","9.1044921875","9.1044921875","9.1044921875","","","","","",""
"691","","","","","","","2185","2185","2185","9.106252670288086","9.106252670288086","9.106252670288086","","","","","",""
"692","","","","","","","2187","2187","2187","9.108986854553223","9.108986854553223","9.108986854553223","","","","","",""
"693","","","","","","","2189","2189","2189","9.110001564025879","9.110001564025879","9.110001564025879","","","","","",""
"694","","","","","","","2191","2191","2191","9.109859466552734","9.109859466552734","9.109859466552734","","","","","",""
"695","","","","","","","2193","2193","2193","9.111181259155273","9.111181259155273","9.111181259155273","","","","","",""
"696","","","","","","","2201","2201","2201","9.110979080200195","9.110979080200195","9.110979080200195","","","","","",""
"697","","","","","","","2203","2203","2203","9.111111640930176","9.111111640930176","9.111111640930176","","","","","",""
"698","","","","","","","2205","2205","2205","9.110220909118652","9.110220909118652","9.110220909118652","","","","","",""
"699","","","","","","","2207","2207","2207","9.111538887023926","9.111538887023926","9.111538887023926","","","","","",""
"700","","","","","","","2215","2215","2215","9.112390518188477","9.112390518188477","9.112390518188477","","","","","",""
"701","","","","","","","2217","2217","2217","9.11316967010498","9.11316967010498","9.11316967010498","","","","","",""
"702","","","","","","","2219","2219","2219","9.11302375793457","9.11302375793457","9.11302375793457","","","","","",""
"703","","","","","","","2221","2221","2221","9.113747596740723","9.113747596740723","9.113747596740723","","","","","",""
"704","","","","","","","2229","2229","2229","9.116506576538086","9.116506576538086","9.116506576538086","","","","","",""
"705","","","","","","","2237","2237","2237","9.11847972869873","9.11847972869873","9.11847972869873","","","","","",""
"706","","","","","","","2239","2239","2239","9.118042945861816","9.118042945861816","9.118042945861816","","","","","",""
"707","","","","","","","2241","2241","2241","9.118364334106445","9.118364334106445","9.118364334106445","","","","","",""
"708","","","","","","","2243","2243","2243","9.11802864074707","9.11802864074707","9.11802864074707","","","","","",""
"709","","","","","","","2251","2251","2251","9.1179838180542","9.1179838180542","9.1179838180542","","","","","",""
"710","","","","","","","2253","2253","2253","9.117796897888184","9.117796897888184","9.117796897888184","","","","","",""
"711","","","","","","","2255","2255","2255","9.118054389953613","9.118054389953613","9.118054389953613","","","","","",""
"712","","","","","","","2257","2257","2257","9.1195650100708","9.1195650100708","9.1195650100708","","","","","",""
"713","","","","","","","2259","2259","2259","9.12025260925293","9.12025260925293","9.12025260925293","","","","","",""
"714","","","","","","","2267","2267","2267","9.119285583496094","9.119285583496094","9.119285583496094","","","","","",""
"715","","","","","","","2275","2275","2275","9.120030403137207","9.120030403137207","9.120030403137207","","","","","",""
"716","","","","","","","2283","2283","2283","9.122461318969727","9.122461318969727","9.122461318969727","","","","","",""
"717","","","","","","","2285","2285","2285","9.122722625732422","9.122722625732422","9.122722625732422","","","","","",""
"718","","","","","","","2293","2293","2293","9.123190879821777","9.123190879821777","9.123190879821777","","","","","",""
"719","","","","","","","2301","2301","2301","9.122538566589355","9.122538566589355","9.122538566589355","","","","","",""
"720","","","","","","","2303","2303","2303","9.122763633728027","9.122763633728027","9.122763633728027","","","","","",""
"721","","","","","","","2311","2311","2311","9.124236106872559","9.124236106872559","9.124236106872559","","","","","",""
"722","","","","","","","2313","2313","2313","9.124703407287598","9.124703407287598","9.124703407287598","","","","","",""
"723","","","","","","","2321","2321","2321","9.12525749206543","9.12525749206543","9.12525749206543","","","","","",""
"724","","","","","","","2323","2323","2323","9.124563217163086","9.124563217163086","9.124563217163086","","","","","",""
"725","","","","","","","2331","2331","2331","9.124314308166504","9.124314308166504","9.124314308166504","","","","","",""
"726","","","","","","","2339","2339","2339","9.125090599060059","9.125090599060059","9.125090599060059","","","","","",""
"727","","","","","","","2341","2341","2341","9.126107215881348","9.126107215881348","9.126107215881348","","","","","",""
"728","","","","","","","2343","2343","2343","9.126354217529297","9.126354217529297","9.126354217529297","","","","","",""
"729","","","","","","","2351","2351","2351","9.126590728759766","9.126590728759766","9.126590728759766","","","","","",""
"730","","","","","","","2353","2353","2353","9.126507759094238","9.126507759094238","9.126507759094238","","","","","",""
"731","","","","","","","2355","2355","2355","9.12636947631836","9.12636947631836","9.12636947631836","","","","","",""
"732","","","","","","","2363","2363","2363","9.126104354858398","9.126104354858398","9.126104354858398","","","","","",""
"733","","","","","","","2365","2365","2365","9.12707805633545","9.12707805633545","9.12707805633545","","","","","",""
"734","","","","","","","2367","2367","2367","9.127772331237793","9.127772331237793","9.127772331237793","","","","","",""
"735","","","","","","","2375","2375","2375","9.128077507019043","9.128077507019043","9.128077507019043","","","","","",""
"736","","","","","","","2383","2383","2383","9.129125595092773","9.129125595092773","9.129125595092773","","","","","",""
"737","","","","","","","2391","2391","2391","9.129246711730957","9.129246711730957","9.129246711730957","","","","","",""
"738","","","","","","","2399","2399","2399","9.130415916442871","9.130415916442871","9.130415916442871","","","","","",""
"739","","","","","","","2407","2407","2407","9.130483627319336","9.130483627319336","9.130483627319336","","","","","",""
"740","","","","","","","2415","2415","2415","9.132622718811035","9.132622718811035","9.132622718811035","","","","","",""
"741","","","","","","","2417","2417","2417","9.132351875305176","9.132351875305176","9.132351875305176","","","","","",""
"742","","","","","","","2419","2419","2419","9.132893562316895","9.132893562316895","9.132893562316895","","","","","",""
"743","","","","","","","2427","2427","2427","9.1328125","9.1328125","9.1328125","","","","","",""
"744","","","","","","","2435","2435","2435","9.133584022521973","9.133584022521973","9.133584022521973","","","","","",""
"745","","","","","","","2443","2443","2443","9.134679794311523","9.134679794311523","9.134679794311523","","","","","",""
"746","","","","","","","2445","2445","2445","9.134496688842773","9.134496688842773","9.134496688842773","","","","","",""
"747","","","","","","","2447","2447","2447","9.133869171142578","9.133869171142578","9.133869171142578","","","","","",""
"748","","","","","","","2449","2449","2449","9.13444995880127","9.13444995880127","9.13444995880127","","","","","",""
"749","","","","","","","2451","2451","2451","9.134444236755371","9.134444236755371","9.134444236755371","","","","","",""
"750","","","","","","","2453","2453","2453","9.134723663330078","9.134723663330078","9.134723663330078","","","","","",""
"751","","","","","","","2461","2461","2461","9.135708808898926","9.135708808898926","9.135708808898926","","","","","",""
"752","","","","","","","2463","2463","2463","9.135587692260742","9.135587692260742","9.135587692260742","","","","","",""
"753","","","","","","","2471","2471","2471","9.13604736328125","9.13604736328125","9.13604736328125","","","","","",""
"754","","","","","","","2479","2479","2479","9.137067794799805","9.137067794799805","9.137067794799805","","","","","",""
"755","","","","","","","2487","2487","2487","9.13659381866455","9.13659381866455","9.13659381866455","","","","","",""
"756","","","","","","","2489","2489","2489","9.136977195739746","9.136977195739746","9.136977195739746","","","","","",""
"757","","","","","","","2497","2497","2497","9.138561248779297","9.138561248779297","9.138561248779297","","","","","",""
"758","","","","","","","2499","2499","2499","9.13931655883789","9.13931655883789","9.13931655883789","","","","","",""
"759","","","","","","","2501","2501","2501","9.141644477844238","9.141644477844238","9.141644477844238","","","","","",""
"760","","","","","","","2509","2509","2509","9.145377159118652","9.145377159118652","9.145377159118652","","","","","",""
"761","","","","","","","2511","2511","2511","9.145464897155762","9.145464897155762","9.145464897155762","","","","","",""
"762","","","","","","","2519","2519","2519","9.14365291595459","9.14365291595459","9.14365291595459","","","","","",""
"763","","","","","","","2527","2527","2527","9.143318176269531","9.143318176269531","9.143318176269531","","","","","",""
"764","","","","","","","2529","2529","2529","9.143781661987305","9.143781661987305","9.143781661987305","","","","","",""
"765","","","","","","","2537","2537","2537","9.146721839904785","9.146721839904785","9.146721839904785","","","","","",""
"766","","","","","","","2539","2539","2539","9.146578788757324","9.146578788757324","9.146578788757324","","","","","",""
"767","","","","","","","2547","2547","2547","9.146108627319336","9.146108627319336","9.146108627319336","","","","","",""
"768","","","","","","","2549","2549","2549","9.144449234008789","9.144449234008789","9.144449234008789","","","","","",""
"769","","","","","","","2557","2557","2557","9.145455360412598","9.145455360412598","9.145455360412598","","","","","",""
"770","","","","","","","2559","2559","2559","9.145986557006836","9.145986557006836","9.145986557006836","","","","","",""
"771","","","","","","","2567","2567","2567","9.145914077758789","9.145914077758789","9.145914077758789","","","","","",""
"772","","","","","","","2569","2569","2569","9.146185874938965","9.146185874938965","9.146185874938965","","","","","",""
"773","","","","","","","2571","2571","2571","9.145820617675781","9.145820617675781","9.145820617675781","","","","","",""
