"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MAX"
"1004","839","839","839","0.858562707901001","0.858562707901001","0.858562707901001","","","","","","","","","","","",""
"1005","847","847","847","0.8580193519592285","0.8580193519592285","0.8580193519592285","","","","","","","","","","","",""
"1006","855","855","855","0.8560688495635986","0.8560688495635986","0.8560688495635986","","","","","","","","","","","",""
"1007","863","863","863","0.8557535409927368","0.8557535409927368","0.8557535409927368","","","","","","","","","","","",""
"1008","871","871","871","0.8585904240608215","0.8585904240608215","0.8585904240608215","","","","","","","","","","","",""
"1009","879","879","879","0.8593573570251465","0.8593573570251465","0.8593573570251465","","","","","","","","","","","",""
"1010","887","887","887","0.8619502782821655","0.8619502782821655","0.8619502782821655","","","","","","","","","","","",""
"1011","895","895","895","0.8607586622238159","0.8607586622238159","0.8607586622238159","","","","","","","","","","","",""
"1012","903","903","903","0.8618958592414856","0.8618958592414856","0.8618958592414856","","","","","","","","","","","",""
"1013","911","911","911","0.8618926405906677","0.8618926405906677","0.8618926405906677","","","","","","","","","","","",""
"1014","919","919","919","0.8603917360305786","0.8603917360305786","0.8603917360305786","","","","","","","","","","","",""
"1015","927","927","927","0.8623697757720947","0.8623697757720947","0.8623697757720947","","","","","","","","","","","",""
"1016","935","935","935","0.8620350956916809","0.8620350956916809","0.8620350956916809","","","","","","","","","","","",""
"1017","943","943","943","0.8607305288314819","0.8607305288314819","0.8607305288314819","","","","","","","","","","","",""
"1018","951","951","951","0.8601852655410767","0.8601852655410767","0.8601852655410767","","","","","","","","","","","",""
"1019","959","959","959","0.860159158706665","0.860159158706665","0.860159158706665","","","","","","","","","","","",""
"1020","967","967","967","0.8613432049751282","0.8613432049751282","0.8613432049751282","","","","","","","","","","","",""
"1021","975","975","975","0.8600572943687439","0.8600572943687439","0.8600572943687439","","","","","","","","","","","",""
"1022","983","983","983","0.8609588146209717","0.8609588146209717","0.8609588146209717","","","","","","","","","","","",""
