"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_rnn_block.col_norm.0.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_rnn_block.col_norm.0.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_rnn_block.col_norm.0.weight_norm__MAX"
"498","","","","","","","1235","1235","1235","11.510479927062988","11.510479927062988","11.510479927062988","","","","","",""
"499","","","","","","","1237","1237","1237","11.509763717651367","11.509763717651367","11.509763717651367","","","","","",""
"500","","","","","","","1245","1245","1245","11.509295463562012","11.509295463562012","11.509295463562012","","","","","",""
"501","","","","","","","1247","1247","1247","11.50969409942627","11.50969409942627","11.50969409942627","","","","","",""
"502","","","","","","","1249","1249","1249","11.511146545410156","11.511146545410156","11.511146545410156","","","","","",""
"503","","","","","","","1257","1257","1257","11.511752128601074","11.511752128601074","11.511752128601074","","","","","",""
"504","","","","","","","1259","1259","1259","11.51389217376709","11.51389217376709","11.51389217376709","","","","","",""
"505","","","","","","","1267","1267","1267","11.510320663452148","11.510320663452148","11.510320663452148","","","","","",""
"506","","","","","","","1275","1275","1275","11.511643409729004","11.511643409729004","11.511643409729004","","","","","",""
"507","","","","","","","1283","1283","1283","11.511956214904785","11.511956214904785","11.511956214904785","","","","","",""
"508","","","","","","","1291","1291","1291","11.511626243591309","11.511626243591309","11.511626243591309","","","","","",""
"509","","","","","","","1299","1299","1299","11.510286331176758","11.510286331176758","11.510286331176758","","","","","",""
"510","","","","","","","1307","1307","1307","11.512580871582031","11.512580871582031","11.512580871582031","","","","","",""
"511","","","","","","","1315","1315","1315","11.513535499572754","11.513535499572754","11.513535499572754","","","","","",""
"512","","","","","","","1323","1323","1323","11.513182640075684","11.513182640075684","11.513182640075684","","","","","",""
"513","","","","","","","1331","1331","1331","11.509469985961914","11.509469985961914","11.509469985961914","","","","","",""
"514","","","","","","","1333","1333","1333","11.512917518615723","11.512917518615723","11.512917518615723","","","","","",""
"515","","","","","","","1335","1335","1335","11.509718894958496","11.509718894958496","11.509718894958496","","","","","",""
"516","","","","","","","1337","1337","1337","11.510000228881836","11.510000228881836","11.510000228881836","","","","","",""
"517","","","","","","","1339","1339","1339","11.512112617492676","11.512112617492676","11.512112617492676","","","","","",""
"518","","","","","","","1341","1341","1341","11.511370658874512","11.511370658874512","11.511370658874512","","","","","",""
"519","","","","","","","1343","1343","1343","11.511302947998047","11.511302947998047","11.511302947998047","","","","","",""
"520","","","","","","","1351","1351","1351","11.509472846984863","11.509472846984863","11.509472846984863","","","","","",""
"521","","","","","","","1359","1359","1359","11.512771606445312","11.512771606445312","11.512771606445312","","","","","",""
"522","","","","","","","1361","1361","1361","11.510136604309082","11.510136604309082","11.510136604309082","","","","","",""
"523","","","","","","","1363","1363","1363","11.51212215423584","11.51212215423584","11.51212215423584","","","","","",""
"524","","","","","","","1371","1371","1371","11.512445449829102","11.512445449829102","11.512445449829102","","","","","",""
"525","","","","","","","1379","1379","1379","11.511826515197754","11.511826515197754","11.511826515197754","","","","","",""
"526","","","","","","","1387","1387","1387","11.512399673461914","11.512399673461914","11.512399673461914","","","","","",""
"527","","","","","","","1389","1389","1389","11.513344764709473","11.513344764709473","11.513344764709473","","","","","",""
"528","","","","","","","1397","1397","1397","11.512850761413574","11.512850761413574","11.512850761413574","","","","","",""
"529","","","","","","","1399","1399","1399","11.512293815612793","11.512293815612793","11.512293815612793","","","","","",""
"530","","","","","","","1401","1401","1401","11.512333869934082","11.512333869934082","11.512333869934082","","","","","",""
"531","","","","","","","1409","1409","1409","11.511576652526855","11.511576652526855","11.511576652526855","","","","","",""
"532","","","","","","","1411","1411","1411","11.512970924377441","11.512970924377441","11.512970924377441","","","","","",""
"533","","","","","","","1419","1419","1419","11.512373924255371","11.512373924255371","11.512373924255371","","","","","",""
"534","","","","","","","1421","1421","1421","11.512466430664062","11.512466430664062","11.512466430664062","","","","","",""
"535","","","","","","","1423","1423","1423","11.512530326843262","11.512530326843262","11.512530326843262","","","","","",""
"536","","","","","","","1431","1431","1431","11.51325798034668","11.51325798034668","11.51325798034668","","","","","",""
"537","","","","","","","1433","1433","1433","11.512669563293457","11.512669563293457","11.512669563293457","","","","","",""
"538","","","","","","","1441","1441","1441","11.513225555419922","11.513225555419922","11.513225555419922","","","","","",""
"539","","","","","","","1443","1443","1443","11.51134204864502","11.51134204864502","11.51134204864502","","","","","",""
"540","","","","","","","1451","1451","1451","11.513137817382812","11.513137817382812","11.513137817382812","","","","","",""
"541","","","","","","","1459","1459","1459","11.51337718963623","11.51337718963623","11.51337718963623","","","","","",""
"542","","","","","","","1467","1467","1467","11.514196395874023","11.514196395874023","11.514196395874023","","","","","",""
"543","","","","","","","1475","1475","1475","11.513786315917969","11.513786315917969","11.513786315917969","","","","","",""
"544","","","","","","","1483","1483","1483","11.514781951904297","11.514781951904297","11.514781951904297","","","","","",""
"545","","","","","","","1485","1485","1485","11.514273643493652","11.514273643493652","11.514273643493652","","","","","",""
"546","","","","","","","1493","1493","1493","11.515175819396973","11.515175819396973","11.515175819396973","","","","","",""
"547","","","","","","","1501","1501","1501","11.514787673950195","11.514787673950195","11.514787673950195","","","","","",""
"548","","","","","","","1503","1503","1503","11.512557983398438","11.512557983398438","11.512557983398438","","","","","",""
"549","","","","","","","1505","1505","1505","11.512981414794922","11.512981414794922","11.512981414794922","","","","","",""
"550","","","","","","","1513","1513","1513","11.511947631835938","11.511947631835938","11.511947631835938","","","","","",""
"551","","","","","","","1515","1515","1515","11.51265811920166","11.51265811920166","11.51265811920166","","","","","",""
"552","","","","","","","1517","1517","1517","11.514241218566895","11.514241218566895","11.514241218566895","","","","","",""
"553","","","","","","","1519","1519","1519","11.513404846191406","11.513404846191406","11.513404846191406","","","","","",""
"554","","","","","","","1527","1527","1527","11.51441764831543","11.51441764831543","11.51441764831543","","","","","",""
"555","","","","","","","1529","1529","1529","11.514273643493652","11.514273643493652","11.514273643493652","","","","","",""
"556","","","","","","","1537","1537","1537","11.514533042907715","11.514533042907715","11.514533042907715","","","","","",""
"557","","","","","","","1539","1539","1539","11.515406608581543","11.515406608581543","11.515406608581543","","","","","",""
"558","","","","","","","1541","1541","1541","11.514781951904297","11.514781951904297","11.514781951904297","","","","","",""
"559","","","","","","","1543","1543","1543","11.515240669250488","11.515240669250488","11.515240669250488","","","","","",""
"560","","","","","","","1545","1545","1545","11.51639175415039","11.51639175415039","11.51639175415039","","","","","",""
"561","","","","","","","1553","1553","1553","11.519935607910156","11.519935607910156","11.519935607910156","","","","","",""
"562","","","","","","","1555","1555","1555","11.516084671020508","11.516084671020508","11.516084671020508","","","","","",""
"563","","","","","","","1557","1557","1557","11.517019271850586","11.517019271850586","11.517019271850586","","","","","",""
"564","","","","","","","1559","1559","1559","11.517457008361816","11.517457008361816","11.517457008361816","","","","","",""
"565","","","","","","","1567","1567","1567","11.518046379089355","11.518046379089355","11.518046379089355","","","","","",""
"566","","","","","","","1569","1569","1569","11.519502639770508","11.519502639770508","11.519502639770508","","","","","",""
"567","","","","","","","1571","1571","1571","11.516271591186523","11.516271591186523","11.516271591186523","","","","","",""
"568","","","","","","","1579","1579","1579","11.517279624938965","11.517279624938965","11.517279624938965","","","","","",""
"569","","","","","","","1581","1581","1581","11.517312049865723","11.517312049865723","11.517312049865723","","","","","",""
"570","","","","","","","1583","1583","1583","11.516437530517578","11.516437530517578","11.516437530517578","","","","","",""
"571","","","","","","","1585","1585","1585","11.518181800842285","11.518181800842285","11.518181800842285","","","","","",""
"572","","","","","","","1593","1593","1593","11.517837524414062","11.517837524414062","11.517837524414062","","","","","",""
"573","","","","","","","1595","1595","1595","11.51545238494873","11.51545238494873","11.51545238494873","","","","","",""
"574","","","","","","","1603","1603","1603","11.516008377075195","11.516008377075195","11.516008377075195","","","","","",""
"575","","","","","","","1605","1605","1605","11.5161771774292","11.5161771774292","11.5161771774292","","","","","",""
"576","","","","","","","1607","1607","1607","11.51660442352295","11.51660442352295","11.51660442352295","","","","","",""
"577","","","","","","","1615","1615","1615","11.5170259475708","11.5170259475708","11.5170259475708","","","","","",""
"578","","","","","","","1623","1623","1623","11.514801979064941","11.514801979064941","11.514801979064941","","","","","",""
"579","","","","","","","1631","1631","1631","11.517436027526855","11.517436027526855","11.517436027526855","","","","","",""
"580","","","","","","","1639","1639","1639","11.516691207885742","11.516691207885742","11.516691207885742","","","","","",""
"581","","","","","","","1647","1647","1647","11.517502784729004","11.517502784729004","11.517502784729004","","","","","",""
"582","","","","","","","1655","1655","1655","11.514729499816895","11.514729499816895","11.514729499816895","","","","","",""
"583","","","","","","","1663","1663","1663","11.518149375915527","11.518149375915527","11.518149375915527","","","","","",""
"584","","","","","","","1671","1671","1671","11.518277168273926","11.518277168273926","11.518277168273926","","","","","",""
"585","","","","","","","1679","1679","1679","11.51695442199707","11.51695442199707","11.51695442199707","","","","","",""
"586","","","","","","","1687","1687","1687","11.517498016357422","11.517498016357422","11.517498016357422","","","","","",""
"587","","","","","","","1695","1695","1695","11.516777992248535","11.516777992248535","11.516777992248535","","","","","",""
"588","","","","","","","1703","1703","1703","11.516545295715332","11.516545295715332","11.516545295715332","","","","","",""
"589","","","","","","","1705","1705","1705","11.515898704528809","11.515898704528809","11.515898704528809","","","","","",""
"590","","","","","","","1707","1707","1707","11.515373229980469","11.515373229980469","11.515373229980469","","","","","",""
"591","","","","","","","1709","1709","1709","11.515665054321289","11.515665054321289","11.515665054321289","","","","","",""
"592","","","","","","","1711","1711","1711","11.517081260681152","11.517081260681152","11.517081260681152","","","","","",""
"593","","","","","","","1713","1713","1713","11.51677131652832","11.51677131652832","11.51677131652832","","","","","",""
"594","","","","","","","1715","1715","1715","11.516261100769043","11.516261100769043","11.516261100769043","","","","","",""
"595","","","","","","","1717","1717","1717","11.516144752502441","11.516144752502441","11.516144752502441","","","","","",""
"596","","","","","","","1725","1725","1725","11.516234397888184","11.516234397888184","11.516234397888184","","","","","",""
"597","","","","","","","1727","1727","1727","11.517220497131348","11.517220497131348","11.517220497131348","","","","","",""
"598","","","","","","","1735","1735","1735","11.515399932861328","11.515399932861328","11.515399932861328","","","","","",""
"599","","","","","","","1743","1743","1743","11.515710830688477","11.515710830688477","11.515710830688477","","","","","",""
"600","","","","","","","1751","1751","1751","11.516969680786133","11.516969680786133","11.516969680786133","","","","","",""
"601","","","","","","","1759","1759","1759","11.515850067138672","11.515850067138672","11.515850067138672","","","","","",""
"602","","","","","","","1761","1761","1761","11.515830039978027","11.515830039978027","11.515830039978027","","","","","",""
"603","","","","","","","1769","1769","1769","11.514836311340332","11.514836311340332","11.514836311340332","","","","","",""
"604","","","","","","","1777","1777","1777","11.516146659851074","11.516146659851074","11.516146659851074","","","","","",""
"605","","","","","","","1785","1785","1785","11.516974449157715","11.516974449157715","11.516974449157715","","","","","",""
"606","","","","","","","1787","1787","1787","11.516563415527344","11.516563415527344","11.516563415527344","","","","","",""
"607","","","","","","","1789","1789","1789","11.51843547821045","11.51843547821045","11.51843547821045","","","","","",""
"608","","","","","","","1791","1791","1791","11.517409324645996","11.517409324645996","11.517409324645996","","","","","",""
"609","","","","","","","1799","1799","1799","11.515792846679688","11.515792846679688","11.515792846679688","","","","","",""
"610","","","","","","","1801","1801","1801","11.515724182128906","11.515724182128906","11.515724182128906","","","","","",""
"611","","","","","","","1809","1809","1809","11.516379356384277","11.516379356384277","11.516379356384277","","","","","",""
"612","","","","","","","1811","1811","1811","11.51712703704834","11.51712703704834","11.51712703704834","","","","","",""
"613","","","","","","","1819","1819","1819","11.516159057617188","11.516159057617188","11.516159057617188","","","","","",""
"614","","","","","","","1827","1827","1827","11.516379356384277","11.516379356384277","11.516379356384277","","","","","",""
"615","","","","","","","1835","1835","1835","11.516255378723145","11.516255378723145","11.516255378723145","","","","","",""
"616","","","","","","","1837","1837","1837","11.515547752380371","11.515547752380371","11.515547752380371","","","","","",""
"617","","","","","","","1845","1845","1845","11.51589298248291","11.51589298248291","11.51589298248291","","","","","",""
"618","","","","","","","1853","1853","1853","11.516234397888184","11.516234397888184","11.516234397888184","","","","","",""
"619","","","","","","","1855","1855","1855","11.519105911254883","11.519105911254883","11.519105911254883","","","","","",""
"620","","","","","","","1857","1857","1857","11.516264915466309","11.516264915466309","11.516264915466309","","","","","",""
"621","","","","","","","1865","1865","1865","11.517013549804688","11.517013549804688","11.517013549804688","","","","","",""
"622","","","","","","","1873","1873","1873","11.517255783081055","11.517255783081055","11.517255783081055","","","","","",""
"623","","","","","","","1881","1881","1881","11.516935348510742","11.516935348510742","11.516935348510742","","","","","",""
"624","","","","","","","1889","1889","1889","11.516643524169922","11.516643524169922","11.516643524169922","","","","","",""
"625","","","","","","","1891","1891","1891","11.516633033752441","11.516633033752441","11.516633033752441","","","","","",""
"626","","","","","","","1893","1893","1893","11.516655921936035","11.516655921936035","11.516655921936035","","","","","",""
"627","","","","","","","1901","1901","1901","11.517114639282227","11.517114639282227","11.517114639282227","","","","","",""
"628","","","","","","","1909","1909","1909","11.515514373779297","11.515514373779297","11.515514373779297","","","","","",""
"629","","","","","","","1911","1911","1911","11.516221046447754","11.516221046447754","11.516221046447754","","","","","",""
"630","","","","","","","1913","1913","1913","11.514337539672852","11.514337539672852","11.514337539672852","","","","","",""
"631","","","","","","","1921","1921","1921","11.515782356262207","11.515782356262207","11.515782356262207","","","","","",""
"632","","","","","","","1923","1923","1923","11.51841926574707","11.51841926574707","11.51841926574707","","","","","",""
"633","","","","","","","1925","1925","1925","11.520458221435547","11.520458221435547","11.520458221435547","","","","","",""
"634","","","","","","","1927","1927","1927","11.519408226013184","11.519408226013184","11.519408226013184","","","","","",""
"635","","","","","","","1929","1929","1929","11.521720886230469","11.521720886230469","11.521720886230469","","","","","",""
"636","","","","","","","1937","1937","1937","11.520134925842285","11.520134925842285","11.520134925842285","","","","","",""
"637","","","","","","","1939","1939","1939","11.518531799316406","11.518531799316406","11.518531799316406","","","","","",""
"638","","","","","","","1947","1947","1947","11.518640518188477","11.518640518188477","11.518640518188477","","","","","",""
"639","","","","","","","1955","1955","1955","11.51786994934082","11.51786994934082","11.51786994934082","","","","","",""
"640","","","","","","","1957","1957","1957","11.518190383911133","11.518190383911133","11.518190383911133","","","","","",""
"641","","","","","","","1965","1965","1965","11.51850700378418","11.51850700378418","11.51850700378418","","","","","",""
"642","","","","","","","1967","1967","1967","11.518437385559082","11.518437385559082","11.518437385559082","","","","","",""
"643","","","","","","","1969","1969","1969","11.51833438873291","11.51833438873291","11.51833438873291","","","","","",""
"644","","","","","","","1971","1971","1971","11.517724990844727","11.517724990844727","11.517724990844727","","","","","",""
"645","","","","","","","1979","1979","1979","11.517355918884277","11.517355918884277","11.517355918884277","","","","","",""
"646","","","","","","","1987","1987","1987","11.517843246459961","11.517843246459961","11.517843246459961","","","","","",""
"647","","","","","","","1989","1989","1989","11.517711639404297","11.517711639404297","11.517711639404297","","","","","",""
"648","","","","","","","1997","1997","1997","11.518040657043457","11.518040657043457","11.518040657043457","","","","","",""
"649","","","","","","","2005","2005","2005","11.518304824829102","11.518304824829102","11.518304824829102","","","","","",""
"650","","","","","","","2007","2007","2007","11.520170211791992","11.520170211791992","11.520170211791992","","","","","",""
"651","","","","","","","2009","2009","2009","11.517888069152832","11.517888069152832","11.517888069152832","","","","","",""
"652","","","","","","","2011","2011","2011","11.518352508544922","11.518352508544922","11.518352508544922","","","","","",""
"653","","","","","","","2013","2013","2013","11.516963005065918","11.516963005065918","11.516963005065918","","","","","",""
"654","","","","","","","2021","2021","2021","11.518997192382812","11.518997192382812","11.518997192382812","","","","","",""
"655","","","","","","","2029","2029","2029","11.513331413269043","11.513331413269043","11.513331413269043","","","","","",""
"656","","","","","","","2037","2037","2037","11.521158218383789","11.521158218383789","11.521158218383789","","","","","",""
"657","","","","","","","2039","2039","2039","11.517827987670898","11.517827987670898","11.517827987670898","","","","","",""
"658","","","","","","","2047","2047","2047","11.516629219055176","11.516629219055176","11.516629219055176","","","","","",""
"659","","","","","","","2049","2049","2049","11.517436981201172","11.517436981201172","11.517436981201172","","","","","",""
"660","","","","","","","2051","2051","2051","11.516383171081543","11.516383171081543","11.516383171081543","","","","","",""
"661","","","","","","","2053","2053","2053","11.51740550994873","11.51740550994873","11.51740550994873","","","","","",""
"662","","","","","","","2061","2061","2061","11.518428802490234","11.518428802490234","11.518428802490234","","","","","",""
"663","","","","","","","2069","2069","2069","11.518479347229004","11.518479347229004","11.518479347229004","","","","","",""
"664","","","","","","","2077","2077","2077","11.518120765686035","11.518120765686035","11.518120765686035","","","","","",""
"665","","","","","","","2085","2085","2085","11.519719123840332","11.519719123840332","11.519719123840332","","","","","",""
"666","","","","","","","2087","2087","2087","11.519428253173828","11.519428253173828","11.519428253173828","","","","","",""
"667","","","","","","","2089","2089","2089","11.518046379089355","11.518046379089355","11.518046379089355","","","","","",""
"668","","","","","","","2097","2097","2097","11.517708778381348","11.517708778381348","11.517708778381348","","","","","",""
"669","","","","","","","2105","2105","2105","11.517082214355469","11.517082214355469","11.517082214355469","","","","","",""
"670","","","","","","","2107","2107","2107","11.516959190368652","11.516959190368652","11.516959190368652","","","","","",""
"671","","","","","","","2115","2115","2115","11.518207550048828","11.518207550048828","11.518207550048828","","","","","",""
"672","","","","","","","2123","2123","2123","11.51734447479248","11.51734447479248","11.51734447479248","","","","","",""
"673","","","","","","","2125","2125","2125","11.517046928405762","11.517046928405762","11.517046928405762","","","","","",""
"674","","","","","","","2127","2127","2127","11.516522407531738","11.516522407531738","11.516522407531738","","","","","",""
"675","","","","","","","2135","2135","2135","11.516765594482422","11.516765594482422","11.516765594482422","","","","","",""
"676","","","","","","","2137","2137","2137","11.516644477844238","11.516644477844238","11.516644477844238","","","","","",""
"677","","","","","","","2139","2139","2139","11.516949653625488","11.516949653625488","11.516949653625488","","","","","",""
"678","","","","","","","2141","2141","2141","11.515138626098633","11.515138626098633","11.515138626098633","","","","","",""
"679","","","","","","","2143","2143","2143","11.516580581665039","11.516580581665039","11.516580581665039","","","","","",""
"680","","","","","","","2145","2145","2145","11.517043113708496","11.517043113708496","11.517043113708496","","","","","",""
"681","","","","","","","2147","2147","2147","11.515620231628418","11.515620231628418","11.515620231628418","","","","","",""
"682","","","","","","","2149","2149","2149","11.51855182647705","11.51855182647705","11.51855182647705","","","","","",""
"683","","","","","","","2157","2157","2157","11.518109321594238","11.518109321594238","11.518109321594238","","","","","",""
"684","","","","","","","2165","2165","2165","11.517949104309082","11.517949104309082","11.517949104309082","","","","","",""
"685","","","","","","","2167","2167","2167","11.519315719604492","11.519315719604492","11.519315719604492","","","","","",""
"686","","","","","","","2169","2169","2169","11.51782512664795","11.51782512664795","11.51782512664795","","","","","",""
"687","","","","","","","2171","2171","2171","11.517660140991211","11.517660140991211","11.517660140991211","","","","","",""
"688","","","","","","","2173","2173","2173","11.518593788146973","11.518593788146973","11.518593788146973","","","","","",""
"689","","","","","","","2175","2175","2175","11.51815414428711","11.51815414428711","11.51815414428711","","","","","",""
"690","","","","","","","2183","2183","2183","11.517817497253418","11.517817497253418","11.517817497253418","","","","","",""
"691","","","","","","","2185","2185","2185","11.516759872436523","11.516759872436523","11.516759872436523","","","","","",""
"692","","","","","","","2187","2187","2187","11.517169952392578","11.517169952392578","11.517169952392578","","","","","",""
"693","","","","","","","2189","2189","2189","11.517081260681152","11.517081260681152","11.517081260681152","","","","","",""
"694","","","","","","","2191","2191","2191","11.516799926757812","11.516799926757812","11.516799926757812","","","","","",""
"695","","","","","","","2193","2193","2193","11.518037796020508","11.518037796020508","11.518037796020508","","","","","",""
"696","","","","","","","2201","2201","2201","11.518431663513184","11.518431663513184","11.518431663513184","","","","","",""
"697","","","","","","","2203","2203","2203","11.515971183776855","11.515971183776855","11.515971183776855","","","","","",""
"698","","","","","","","2205","2205","2205","11.51657485961914","11.51657485961914","11.51657485961914","","","","","",""
"699","","","","","","","2207","2207","2207","11.51720142364502","11.51720142364502","11.51720142364502","","","","","",""
"700","","","","","","","2215","2215","2215","11.517640113830566","11.517640113830566","11.517640113830566","","","","","",""
"701","","","","","","","2217","2217","2217","11.518364906311035","11.518364906311035","11.518364906311035","","","","","",""
"702","","","","","","","2219","2219","2219","11.51717758178711","11.51717758178711","11.51717758178711","","","","","",""
"703","","","","","","","2221","2221","2221","11.51801872253418","11.51801872253418","11.51801872253418","","","","","",""
"704","","","","","","","2229","2229","2229","11.517592430114746","11.517592430114746","11.517592430114746","","","","","",""
"705","","","","","","","2237","2237","2237","11.517327308654785","11.517327308654785","11.517327308654785","","","","","",""
"706","","","","","","","2239","2239","2239","11.518198013305664","11.518198013305664","11.518198013305664","","","","","",""
"707","","","","","","","2241","2241","2241","11.518999099731445","11.518999099731445","11.518999099731445","","","","","",""
"708","","","","","","","2243","2243","2243","11.517683982849121","11.517683982849121","11.517683982849121","","","","","",""
"709","","","","","","","2251","2251","2251","11.517560958862305","11.517560958862305","11.517560958862305","","","","","",""
"710","","","","","","","2253","2253","2253","11.517804145812988","11.517804145812988","11.517804145812988","","","","","",""
"711","","","","","","","2255","2255","2255","11.517436027526855","11.517436027526855","11.517436027526855","","","","","",""
"712","","","","","","","2257","2257","2257","11.5165376663208","11.5165376663208","11.5165376663208","","","","","",""
"713","","","","","","","2259","2259","2259","11.517163276672363","11.517163276672363","11.517163276672363","","","","","",""
"714","","","","","","","2267","2267","2267","11.519670486450195","11.519670486450195","11.519670486450195","","","","","",""
"715","","","","","","","2275","2275","2275","11.519587516784668","11.519587516784668","11.519587516784668","","","","","",""
"716","","","","","","","2283","2283","2283","11.517509460449219","11.517509460449219","11.517509460449219","","","","","",""
"717","","","","","","","2285","2285","2285","11.520459175109863","11.520459175109863","11.520459175109863","","","","","",""
"718","","","","","","","2293","2293","2293","11.514913558959961","11.514913558959961","11.514913558959961","","","","","",""
"719","","","","","","","2301","2301","2301","11.518270492553711","11.518270492553711","11.518270492553711","","","","","",""
"720","","","","","","","2303","2303","2303","11.517533302307129","11.517533302307129","11.517533302307129","","","","","",""
"721","","","","","","","2311","2311","2311","11.518115997314453","11.518115997314453","11.518115997314453","","","","","",""
"722","","","","","","","2313","2313","2313","11.518073081970215","11.518073081970215","11.518073081970215","","","","","",""
"723","","","","","","","2321","2321","2321","11.517570495605469","11.517570495605469","11.517570495605469","","","","","",""
"724","","","","","","","2323","2323","2323","11.51784610748291","11.51784610748291","11.51784610748291","","","","","",""
"725","","","","","","","2331","2331","2331","11.517698287963867","11.517698287963867","11.517698287963867","","","","","",""
"726","","","","","","","2339","2339","2339","11.517271995544434","11.517271995544434","11.517271995544434","","","","","",""
"727","","","","","","","2341","2341","2341","11.517248153686523","11.517248153686523","11.517248153686523","","","","","",""
"728","","","","","","","2343","2343","2343","11.519124031066895","11.519124031066895","11.519124031066895","","","","","",""
"729","","","","","","","2351","2351","2351","11.516674995422363","11.516674995422363","11.516674995422363","","","","","",""
"730","","","","","","","2353","2353","2353","11.520087242126465","11.520087242126465","11.520087242126465","","","","","",""
"731","","","","","","","2355","2355","2355","11.51712417602539","11.51712417602539","11.51712417602539","","","","","",""
"732","","","","","","","2363","2363","2363","11.516279220581055","11.516279220581055","11.516279220581055","","","","","",""
"733","","","","","","","2365","2365","2365","11.516850471496582","11.516850471496582","11.516850471496582","","","","","",""
"734","","","","","","","2367","2367","2367","11.516901016235352","11.516901016235352","11.516901016235352","","","","","",""
"735","","","","","","","2375","2375","2375","11.517012596130371","11.517012596130371","11.517012596130371","","","","","",""
"736","","","","","","","2383","2383","2383","11.517266273498535","11.517266273498535","11.517266273498535","","","","","",""
"737","","","","","","","2391","2391","2391","11.517016410827637","11.517016410827637","11.517016410827637","","","","","",""
"738","","","","","","","2399","2399","2399","11.517521858215332","11.517521858215332","11.517521858215332","","","","","",""
"739","","","","","","","2407","2407","2407","11.518668174743652","11.518668174743652","11.518668174743652","","","","","",""
"740","","","","","","","2415","2415","2415","11.517658233642578","11.517658233642578","11.517658233642578","","","","","",""
"741","","","","","","","2417","2417","2417","11.516740798950195","11.516740798950195","11.516740798950195","","","","","",""
"742","","","","","","","2419","2419","2419","11.514907836914062","11.514907836914062","11.514907836914062","","","","","",""
"743","","","","","","","2427","2427","2427","11.515549659729004","11.515549659729004","11.515549659729004","","","","","",""
"744","","","","","","","2435","2435","2435","11.515769004821777","11.515769004821777","11.515769004821777","","","","","",""
"745","","","","","","","2443","2443","2443","11.51584243774414","11.51584243774414","11.51584243774414","","","","","",""
"746","","","","","","","2445","2445","2445","11.515243530273438","11.515243530273438","11.515243530273438","","","","","",""
"747","","","","","","","2447","2447","2447","11.515061378479004","11.515061378479004","11.515061378479004","","","","","",""
"748","","","","","","","2449","2449","2449","11.51389217376709","11.51389217376709","11.51389217376709","","","","","",""
"749","","","","","","","2451","2451","2451","11.514022827148438","11.514022827148438","11.514022827148438","","","","","",""
"750","","","","","","","2453","2453","2453","11.51373291015625","11.51373291015625","11.51373291015625","","","","","",""
"751","","","","","","","2461","2461","2461","11.51476764678955","11.51476764678955","11.51476764678955","","","","","",""
"752","","","","","","","2463","2463","2463","11.514506340026855","11.514506340026855","11.514506340026855","","","","","",""
"753","","","","","","","2471","2471","2471","11.513518333435059","11.513518333435059","11.513518333435059","","","","","",""
"754","","","","","","","2479","2479","2479","11.512690544128418","11.512690544128418","11.512690544128418","","","","","",""
"755","","","","","","","2487","2487","2487","11.512137413024902","11.512137413024902","11.512137413024902","","","","","",""
"756","","","","","","","2489","2489","2489","11.512659072875977","11.512659072875977","11.512659072875977","","","","","",""
"757","","","","","","","2497","2497","2497","11.513324737548828","11.513324737548828","11.513324737548828","","","","","",""
"758","","","","","","","2499","2499","2499","11.514594078063965","11.514594078063965","11.514594078063965","","","","","",""
"759","","","","","","","2501","2501","2501","11.513416290283203","11.513416290283203","11.513416290283203","","","","","",""
"760","","","","","","","2509","2509","2509","11.512090682983398","11.512090682983398","11.512090682983398","","","","","",""
"761","","","","","","","2511","2511","2511","11.516550064086914","11.516550064086914","11.516550064086914","","","","","",""
"762","","","","","","","2519","2519","2519","11.508624076843262","11.508624076843262","11.508624076843262","","","","","",""
"763","","","","","","","2527","2527","2527","11.515599250793457","11.515599250793457","11.515599250793457","","","","","",""
"764","","","","","","","2529","2529","2529","11.514946937561035","11.514946937561035","11.514946937561035","","","","","",""
"765","","","","","","","2537","2537","2537","11.515396118164062","11.515396118164062","11.515396118164062","","","","","",""
"766","","","","","","","2539","2539","2539","11.515389442443848","11.515389442443848","11.515389442443848","","","","","",""
"767","","","","","","","2547","2547","2547","11.513226509094238","11.513226509094238","11.513226509094238","","","","","",""
"768","","","","","","","2549","2549","2549","11.513344764709473","11.513344764709473","11.513344764709473","","","","","",""
