"epoch","18/04 13:01:40 - training only discriminator - _step","18/04 13:01:40 - training only discriminator - _step__MIN","18/04 13:01:40 - training only discriminator - _step__MAX","18/04 13:01:40 - training only discriminator - D_Fake","18/04 13:01:40 - training only discriminator - D_Fake__MIN","18/04 13:01:40 - training only discriminator - D_Fake__MAX"
"730","1461","1461","1461","-638.5531005859375","-638.5531005859375","-638.5531005859375"
"731","1463","1463","1463","-635.8980102539062","-635.8980102539062","-635.8980102539062"
"732","1465","1465","1465","-640.6009521484375","-640.6009521484375","-640.6009521484375"
"733","1467","1467","1467","-638.7764282226562","-638.7764282226562","-638.7764282226562"
"734","1469","1469","1469","-638.9049072265625","-638.9049072265625","-638.9049072265625"
"735","1471","1471","1471","-639.2418212890625","-639.2418212890625","-639.2418212890625"
"736","1473","1473","1473","-640.4108276367188","-640.4108276367188","-640.4108276367188"
"737","1475","1475","1475","-638.3157348632812","-638.3157348632812","-638.3157348632812"
"738","1477","1477","1477","-638.5653686523438","-638.5653686523438","-638.5653686523438"
"739","1479","1479","1479","-638.4286499023438","-638.4286499023438","-638.4286499023438"
"740","1481","1481","1481","-638.466796875","-638.466796875","-638.466796875"
"741","1483","1483","1483","-639.3543701171875","-639.3543701171875","-639.3543701171875"
"742","1485","1485","1485","-639.5486450195312","-639.5486450195312","-639.5486450195312"
"743","1487","1487","1487","-639.147216796875","-639.147216796875","-639.147216796875"
"744","1489","1489","1489","-638.2109985351562","-638.2109985351562","-638.2109985351562"
"745","1491","1491","1491","-638.9314575195312","-638.9314575195312","-638.9314575195312"
"746","1493","1493","1493","-637.8392333984375","-637.8392333984375","-637.8392333984375"
"747","1495","1495","1495","-638.2938232421875","-638.2938232421875","-638.2938232421875"
"748","1497","1497","1497","-639.388916015625","-639.388916015625","-639.388916015625"
"749","1499","1499","1499","-639.1646728515625","-639.1646728515625","-639.1646728515625"
"750","1501","1501","1501","-639.8765258789062","-639.8765258789062","-639.8765258789062"
"751","1503","1503","1503","-639.12060546875","-639.12060546875","-639.12060546875"
"752","1505","1505","1505","-640.9382934570312","-640.9382934570312","-640.9382934570312"
"753","1507","1507","1507","-640.0314331054688","-640.0314331054688","-640.0314331054688"
"754","1509","1509","1509","-640.76806640625","-640.76806640625","-640.76806640625"
"755","1511","1511","1511","-639.8192749023438","-639.8192749023438","-639.8192749023438"
"756","1513","1513","1513","-641.2522583007812","-641.2522583007812","-641.2522583007812"
"757","1515","1515","1515","-640.1619262695312","-640.1619262695312","-640.1619262695312"
"758","1517","1517","1517","-639.3421020507812","-639.3421020507812","-639.3421020507812"
"759","1519","1519","1519","-640.6134643554688","-640.6134643554688","-640.6134643554688"
"760","1521","1521","1521","-638.7753295898438","-638.7753295898438","-638.7753295898438"
"761","1523","1523","1523","-639.722900390625","-639.722900390625","-639.722900390625"
"762","1525","1525","1525","-639.4539184570312","-639.4539184570312","-639.4539184570312"
"763","1527","1527","1527","-638.6998901367188","-638.6998901367188","-638.6998901367188"
"764","1529","1529","1529","-638.7611083984375","-638.7611083984375","-638.7611083984375"
"765","1531","1531","1531","-639.0233154296875","-639.0233154296875","-639.0233154296875"
"766","1533","1533","1533","-639.6487426757812","-639.6487426757812","-639.6487426757812"
"767","1535","1535","1535","-640.8115234375","-640.8115234375","-640.8115234375"
"768","1537","1537","1537","-638.7887573242188","-638.7887573242188","-638.7887573242188"
"769","1539","1539","1539","-639.2711181640625","-639.2711181640625","-639.2711181640625"
"770","1541","1541","1541","-638.8928833007812","-638.8928833007812","-638.8928833007812"
"771","1543","1543","1543","-638.7186889648438","-638.7186889648438","-638.7186889648438"
"772","1545","1545","1545","-637.8162841796875","-637.8162841796875","-637.8162841796875"
"773","1547","1547","1547","-638.5270385742188","-638.5270385742188","-638.5270385742188"
"774","1549","1549","1549","-638.7239379882812","-638.7239379882812","-638.7239379882812"
"775","1551","1551","1551","-638.0311279296875","-638.0311279296875","-638.0311279296875"
"776","1553","1553","1553","-639.1954345703125","-639.1954345703125","-639.1954345703125"
"777","1555","1555","1555","-639.105224609375","-639.105224609375","-639.105224609375"
"778","1557","1557","1557","-638.7675170898438","-638.7675170898438","-638.7675170898438"
"779","1559","1559","1559","-638.8339233398438","-638.8339233398438","-638.8339233398438"
"780","1561","1561","1561","-637.3464965820312","-637.3464965820312","-637.3464965820312"
"781","1563","1563","1563","-640.1148681640625","-640.1148681640625","-640.1148681640625"
"782","1565","1565","1565","-637.4873046875","-637.4873046875","-637.4873046875"
"783","1567","1567","1567","-638.7276611328125","-638.7276611328125","-638.7276611328125"
"784","1569","1569","1569","-641.400146484375","-641.400146484375","-641.400146484375"
"785","1571","1571","1571","-639.245361328125","-639.245361328125","-639.245361328125"
"786","1573","1573","1573","-637.1666870117188","-637.1666870117188","-637.1666870117188"
"787","1575","1575","1575","-640.1272583007812","-640.1272583007812","-640.1272583007812"
"788","1577","1577","1577","-640.1766967773438","-640.1766967773438","-640.1766967773438"
"789","1579","1579","1579","-639.6370239257812","-639.6370239257812","-639.6370239257812"
"790","1581","1581","1581","-638.3334350585938","-638.3334350585938","-638.3334350585938"
"791","1583","1583","1583","-638.5565185546875","-638.5565185546875","-638.5565185546875"
"792","1585","1585","1585","-639.8624877929688","-639.8624877929688","-639.8624877929688"
"793","1587","1587","1587","-639.0511474609375","-639.0511474609375","-639.0511474609375"
"794","1589","1589","1589","-637.9603881835938","-637.9603881835938","-637.9603881835938"
"795","1591","1591","1591","-639.6089477539062","-639.6089477539062","-639.6089477539062"
"796","1593","1593","1593","-638.6076049804688","-638.6076049804688","-638.6076049804688"
"797","1595","1595","1595","-640.0845336914062","-640.0845336914062","-640.0845336914062"
"798","1597","1597","1597","-639.350830078125","-639.350830078125","-639.350830078125"
"799","1599","1599","1599","-637.8463134765625","-637.8463134765625","-637.8463134765625"
"800","1601","1601","1601","-639.2041625976562","-639.2041625976562","-639.2041625976562"
"801","1603","1603","1603","-638.4347534179688","-638.4347534179688","-638.4347534179688"
"802","1605","1605","1605","-637.726318359375","-637.726318359375","-637.726318359375"
"803","1607","1607","1607","-639.6200561523438","-639.6200561523438","-639.6200561523438"
"804","1609","1609","1609","-639.4276733398438","-639.4276733398438","-639.4276733398438"
"805","1611","1611","1611","-638.9874877929688","-638.9874877929688","-638.9874877929688"
"806","1613","1613","1613","-637.8269653320312","-637.8269653320312","-637.8269653320312"
"807","1615","1615","1615","-639.8274536132812","-639.8274536132812","-639.8274536132812"
"808","1617","1617","1617","-638.6087646484375","-638.6087646484375","-638.6087646484375"
"809","1619","1619","1619","-638.89404296875","-638.89404296875","-638.89404296875"
"810","1621","1621","1621","-639.324951171875","-639.324951171875","-639.324951171875"
"811","1623","1623","1623","-638.4129028320312","-638.4129028320312","-638.4129028320312"
"812","1625","1625","1625","-638.9874877929688","-638.9874877929688","-638.9874877929688"
"813","1627","1627","1627","-640.723876953125","-640.723876953125","-640.723876953125"
"814","1629","1629","1629","-638.4354858398438","-638.4354858398438","-638.4354858398438"
"815","1631","1631","1631","-639.5340576171875","-639.5340576171875","-639.5340576171875"
"816","1633","1633","1633","-639.9759521484375","-639.9759521484375","-639.9759521484375"
"817","1635","1635","1635","-638.9774169921875","-638.9774169921875","-638.9774169921875"
"818","1637","1637","1637","-639.730224609375","-639.730224609375","-639.730224609375"
"819","1639","1639","1639","-640.1459350585938","-640.1459350585938","-640.1459350585938"
