"epoch","18/04 13:01:40 - training only discriminator - _step","18/04 13:01:40 - training only discriminator - _step__MIN","18/04 13:01:40 - training only discriminator - _step__MAX","18/04 13:01:40 - training only discriminator - D_Real","18/04 13:01:40 - training only discriminator - D_Real__MIN","18/04 13:01:40 - training only discriminator - D_Real__MAX"
"726","1453","1453","1453","-296.2424621582031","-296.2424621582031","-296.2424621582031"
"727","1455","1455","1455","-293.22796630859375","-293.22796630859375","-293.22796630859375"
"728","1457","1457","1457","-296.76947021484375","-296.76947021484375","-296.76947021484375"
"729","1459","1459","1459","-294.65740966796875","-294.65740966796875","-294.65740966796875"
"730","1461","1461","1461","-294.9200744628906","-294.9200744628906","-294.9200744628906"
"731","1463","1463","1463","-293.4594421386719","-293.4594421386719","-293.4594421386719"
"732","1465","1465","1465","-296.01959228515625","-296.01959228515625","-296.01959228515625"
"733","1467","1467","1467","-294.85101318359375","-294.85101318359375","-294.85101318359375"
"734","1469","1469","1469","-295.5326843261719","-295.5326843261719","-295.5326843261719"
"735","1471","1471","1471","-295.4893798828125","-295.4893798828125","-295.4893798828125"
"736","1473","1473","1473","-295.5906066894531","-295.5906066894531","-295.5906066894531"
"737","1475","1475","1475","-294.1402587890625","-294.1402587890625","-294.1402587890625"
"738","1477","1477","1477","-295.37652587890625","-295.37652587890625","-295.37652587890625"
"739","1479","1479","1479","-294.34033203125","-294.34033203125","-294.34033203125"
"740","1481","1481","1481","-294.73016357421875","-294.73016357421875","-294.73016357421875"
"741","1483","1483","1483","-294.6695251464844","-294.6695251464844","-294.6695251464844"
"742","1485","1485","1485","-294.9450378417969","-294.9450378417969","-294.9450378417969"
"743","1487","1487","1487","-294.740478515625","-294.740478515625","-294.740478515625"
"744","1489","1489","1489","-295.043212890625","-295.043212890625","-295.043212890625"
"745","1491","1491","1491","-295.0027160644531","-295.0027160644531","-295.0027160644531"
"746","1493","1493","1493","-294.56256103515625","-294.56256103515625","-294.56256103515625"
"747","1495","1495","1495","-295.0876770019531","-295.0876770019531","-295.0876770019531"
"748","1497","1497","1497","-295.3218078613281","-295.3218078613281","-295.3218078613281"
"749","1499","1499","1499","-294.9971618652344","-294.9971618652344","-294.9971618652344"
"750","1501","1501","1501","-295.485595703125","-295.485595703125","-295.485595703125"
"751","1503","1503","1503","-295.3089294433594","-295.3089294433594","-295.3089294433594"
"752","1505","1505","1505","-296.626708984375","-296.626708984375","-296.626708984375"
"753","1507","1507","1507","-296.3617858886719","-296.3617858886719","-296.3617858886719"
"754","1509","1509","1509","-296.9447021484375","-296.9447021484375","-296.9447021484375"
"755","1511","1511","1511","-296.16229248046875","-296.16229248046875","-296.16229248046875"
"756","1513","1513","1513","-296.9516296386719","-296.9516296386719","-296.9516296386719"
"757","1515","1515","1515","-296.5662536621094","-296.5662536621094","-296.5662536621094"
"758","1517","1517","1517","-295.5611877441406","-295.5611877441406","-295.5611877441406"
"759","1519","1519","1519","-296.5279541015625","-296.5279541015625","-296.5279541015625"
"760","1521","1521","1521","-295.4763488769531","-295.4763488769531","-295.4763488769531"
"761","1523","1523","1523","-296.03472900390625","-296.03472900390625","-296.03472900390625"
"762","1525","1525","1525","-295.8948974609375","-295.8948974609375","-295.8948974609375"
"763","1527","1527","1527","-295.0041198730469","-295.0041198730469","-295.0041198730469"
"764","1529","1529","1529","-295.9580383300781","-295.9580383300781","-295.9580383300781"
"765","1531","1531","1531","-295.81121826171875","-295.81121826171875","-295.81121826171875"
"766","1533","1533","1533","-295.7355651855469","-295.7355651855469","-295.7355651855469"
"767","1535","1535","1535","-296.6727294921875","-296.6727294921875","-296.6727294921875"
"768","1537","1537","1537","-295.3406677246094","-295.3406677246094","-295.3406677246094"
"769","1539","1539","1539","-295.95068359375","-295.95068359375","-295.95068359375"
"770","1541","1541","1541","-295.33770751953125","-295.33770751953125","-295.33770751953125"
"771","1543","1543","1543","-295.6775817871094","-295.6775817871094","-295.6775817871094"
"772","1545","1545","1545","-295.17071533203125","-295.17071533203125","-295.17071533203125"
"773","1547","1547","1547","-295.2600402832031","-295.2600402832031","-295.2600402832031"
"774","1549","1549","1549","-295.32904052734375","-295.32904052734375","-295.32904052734375"
"775","1551","1551","1551","-295.3450927734375","-295.3450927734375","-295.3450927734375"
"776","1553","1553","1553","-296.1354064941406","-296.1354064941406","-296.1354064941406"
"777","1555","1555","1555","-296.1217346191406","-296.1217346191406","-296.1217346191406"
"778","1557","1557","1557","-295.5180969238281","-295.5180969238281","-295.5180969238281"
"779","1559","1559","1559","-294.9534606933594","-294.9534606933594","-294.9534606933594"
"780","1561","1561","1561","-294.4477233886719","-294.4477233886719","-294.4477233886719"
"781","1563","1563","1563","-295.7699890136719","-295.7699890136719","-295.7699890136719"
"782","1565","1565","1565","-294.681640625","-294.681640625","-294.681640625"
"783","1567","1567","1567","-295.2015075683594","-295.2015075683594","-295.2015075683594"
"784","1569","1569","1569","-295.9984130859375","-295.9984130859375","-295.9984130859375"
"785","1571","1571","1571","-295.34814453125","-295.34814453125","-295.34814453125"
"786","1573","1573","1573","-294.5032653808594","-294.5032653808594","-294.5032653808594"
"787","1575","1575","1575","-295.49615478515625","-295.49615478515625","-295.49615478515625"
"788","1577","1577","1577","-296.0693664550781","-296.0693664550781","-296.0693664550781"
"789","1579","1579","1579","-295.6791687011719","-295.6791687011719","-295.6791687011719"
"790","1581","1581","1581","-294.6502685546875","-294.6502685546875","-294.6502685546875"
"791","1583","1583","1583","-295.0242919921875","-295.0242919921875","-295.0242919921875"
"792","1585","1585","1585","-295.59869384765625","-295.59869384765625","-295.59869384765625"
"793","1587","1587","1587","-294.5715637207031","-294.5715637207031","-294.5715637207031"
"794","1589","1589","1589","-294.66357421875","-294.66357421875","-294.66357421875"
"795","1591","1591","1591","-295.3479309082031","-295.3479309082031","-295.3479309082031"
"796","1593","1593","1593","-294.13067626953125","-294.13067626953125","-294.13067626953125"
"797","1595","1595","1595","-295.26904296875","-295.26904296875","-295.26904296875"
"798","1597","1597","1597","-294.7560119628906","-294.7560119628906","-294.7560119628906"
"799","1599","1599","1599","-294.5270690917969","-294.5270690917969","-294.5270690917969"
"800","1601","1601","1601","-294.82525634765625","-294.82525634765625","-294.82525634765625"
"801","1603","1603","1603","-294.3725891113281","-294.3725891113281","-294.3725891113281"
"802","1605","1605","1605","-294.2722473144531","-294.2722473144531","-294.2722473144531"
"803","1607","1607","1607","-295.4589538574219","-295.4589538574219","-295.4589538574219"
"804","1609","1609","1609","-295.11407470703125","-295.11407470703125","-295.11407470703125"
"805","1611","1611","1611","-294.5345153808594","-294.5345153808594","-294.5345153808594"
"806","1613","1613","1613","-294.04681396484375","-294.04681396484375","-294.04681396484375"
"807","1615","1615","1615","-295.30780029296875","-295.30780029296875","-295.30780029296875"
"808","1617","1617","1617","-294.84234619140625","-294.84234619140625","-294.84234619140625"
"809","1619","1619","1619","-294.3785095214844","-294.3785095214844","-294.3785095214844"
"810","1621","1621","1621","-294.825927734375","-294.825927734375","-294.825927734375"
"811","1623","1623","1623","-294.1257629394531","-294.1257629394531","-294.1257629394531"
"812","1625","1625","1625","-294.6680603027344","-294.6680603027344","-294.6680603027344"
"813","1627","1627","1627","-295.4701232910156","-295.4701232910156","-295.4701232910156"
"814","1629","1629","1629","-294.47735595703125","-294.47735595703125","-294.47735595703125"
"815","1631","1631","1631","-294.7709655761719","-294.7709655761719","-294.7709655761719"
"816","1633","1633","1633","-294.9011535644531","-294.9011535644531","-294.9011535644531"
"817","1635","1635","1635","-294.2869873046875","-294.2869873046875","-294.2869873046875"
"818","1637","1637","1637","-294.9257507324219","-294.9257507324219","-294.9257507324219"
"819","1639","1639","1639","-295.0782165527344","-295.0782165527344","-295.0782165527344"
